Sample Name, Varga_5_4_Klyst36G
Freq displayed, 3.568, GHz, Power, 14, mV
SR850: f = 25 Hz; phase = 0 deg; output = 5 V; sens. = 500 uV; tc = 300 ms; 12dB/oct
Time,Field,X,Y,R,theta
s,Oe,V,V,V,deg
2.778291E+1,1.359500E+3,2.115980E-6,-9.834840E-7,2.333369E-6,-2.492848E+1
2.798298E+1,1.370200E+3,1.996770E-6,-1.728540E-6,2.641011E-6,-4.088169E+1
2.818292E+1,1.390200E+3,1.341110E-6,-2.861040E-6,3.159767E-6,-6.488521E+1
2.838298E+1,1.400300E+3,1.132500E-6,-3.904130E-6,4.065069E-6,-7.382375E+1
2.858291E+1,1.420600E+3,1.400720E-6,-5.394250E-6,5.573145E-6,-7.544355E+1
2.878297E+1,1.430200E+3,1.609330E-6,-5.841280E-6,6.058919E-6,-7.459660E+1
2.898391E+1,1.451200E+3,1.639140E-6,-5.960490E-6,6.181765E-6,-7.462370E+1
2.918395E+1,1.460200E+3,3.576300E-7,-5.036620E-6,5.049301E-6,-8.593848E+1
2.938391E+1,1.481300E+3,-1.311310E-6,-3.248470E-6,3.503154E-6,-1.119825E+2
2.958292E+1,1.490200E+3,-5.662480E-7,-2.533210E-6,2.595725E-6,-1.026002E+2
2.978291E+1,1.502600E+3,2.980250E-8,-2.712030E-6,2.712194E-6,-8.937040E+1
2.998392E+1,1.523000E+3,4.172340E-7,-2.712030E-6,2.743937E-6,-8.125387E+1
3.018291E+1,1.533100E+3,1.072890E-6,-3.129260E-6,3.308075E-6,-7.107534E+1
3.038391E+1,1.553100E+3,1.877550E-6,-4.291560E-6,4.684302E-6,-6.637071E+1
3.058392E+1,1.563600E+3,1.668940E-6,-4.261760E-6,4.576894E-6,-6.861428E+1
3.078291E+1,1.583100E+3,7.748640E-7,-3.397480E-6,3.484722E-6,-7.715229E+1
3.098291E+1,1.594200E+3,1.192100E-7,-3.188860E-6,3.191087E-6,-8.785910E+1
3.118291E+1,1.613500E+3,-3.874320E-7,-2.264990E-6,2.297887E-6,-9.970664E+1
3.138304E+1,1.624700E+3,6.556550E-7,-1.579530E-6,1.710204E-6,-6.745691E+1
3.158391E+1,1.644100E+3,8.046660E-7,-1.102690E-6,1.365069E-6,-5.388065E+1
3.178391E+1,1.655300E+3,1.192100E-6,-8.940730E-7,1.490124E-6,-3.686984E+1
3.198391E+1,1.674600E+3,1.639140E-6,-8.344690E-7,1.839326E-6,-2.698017E+1
3.218388E+1,1.685500E+3,7.450620E-7,-1.341110E-6,1.534175E-6,-6.094537E+1
3.238292E+1,1.697500E+3,-8.940740E-8,-1.728540E-6,1.730851E-6,-9.296094E+1
3.258391E+1,1.718200E+3,-1.788150E-7,-2.086180E-6,2.093829E-6,-9.489908E+1
3.278291E+1,1.730400E+3,2.384200E-7,-2.950440E-6,2.960057E-6,-8.538007E+1
3.298397E+1,1.739500E+3,4.768410E-7,-3.784910E-6,3.814829E-6,-8.281944E+1
3.318291E+1,1.763700E+3,5.662480E-7,-5.126030E-6,5.157211E-6,-8.369637E+1
3.338291E+1,1.772700E+3,-4.768410E-7,-4.231960E-6,4.258740E-6,-9.642876E+1
3.358391E+1,1.796600E+3,-1.728540E-6,-3.784910E-6,4.160937E-6,-1.145458E+2
3.378392E+1,1.805500E+3,-2.563010E-6,-4.023340E-6,4.770355E-6,-1.224986E+2
3.398292E+1,1.816100E+3,-3.010050E-6,-4.053140E-6,5.048598E-6,-1.265993E+2
3.418395E+1,1.835700E+3,-1.579530E-6,-3.129260E-6,3.505308E-6,-1.167829E+2
3.438292E+1,1.857000E+3,-4.172340E-7,-1.281510E-6,1.347721E-6,-1.080342E+2
3.458392E+1,1.866100E+3,1.311310E-6,-1.311310E-6,1.854472E-6,-4.500000E+1
3.478391E+1,1.879100E+3,2.235190E-6,-1.847750E-6,2.900044E-6,-3.957930E+1
3.498288E+1,1.898900E+3,1.877550E-6,-2.920640E-6,3.472079E-6,-5.726483E+1
3.518291E+1,1.909700E+3,1.728540E-6,-3.188860E-6,3.627214E-6,-6.153984E+1
3.538392E+1,1.920000E+3,1.430520E-6,-2.712030E-6,3.066186E-6,-6.218961E+1
3.558291E+1,1.941700E+3,1.192100E-6,-1.400720E-6,1.839326E-6,-4.960015E+1
3.578392E+1,1.952700E+3,1.877550E-6,-1.192100E-6,2.224027E-6,-3.241241E+1
3.598291E+1,1.972200E+3,1.221900E-6,-1.102690E-6,1.645893E-6,-4.206432E+1
3.618291E+1,1.982700E+3,2.264990E-6,-8.940730E-7,2.435066E-6,-2.154093E+1
3.638391E+1,2.004400E+3,2.264990E-6,-6.854570E-7,2.366438E-6,-1.683746E+1
3.658291E+1,2.015600E+3,1.281510E-6,-6.556550E-7,1.439497E-6,-2.709551E+1
3.678291E+1,2.035100E+3,-3.576300E-7,2.682230E-7,4.470378E-7,1.431301E+2
3.698392E+1,2.049000E+3,-2.980250E-7,-2.682230E-7,4.009520E-7,-1.380127E+2
3.718292E+1,2.058100E+3,-5.662480E-7,-1.043090E-6,1.186876E-6,-1.184956E+2
3.738291E+1,2.079300E+3,5.960510E-8,-6.854570E-7,6.880437E-7,-8.503025E+1
