Sample Name, Varga_5_4_35.65G
Freq displayed, 3.568, GHz, Power, 15, dBm, 35.65 Ghz, adjusted black knob, disconnected voltmeter
SR850: f = 25 Hz; phase = -84 deg; output = 5 V; sens. = 500 uV; tc = 300 ms; 12dB/oct
Field	X	Y
Oe	V	V
*
-6.527000E+2	9.030160E-6	2.443800E-6
-6.527000E+2	9.030160E-6	2.443800E-6
-6.518000E+2	9.656010E-6	7.450620E-7
-6.519000E+2	9.208980E-6	8.642710E-7
-6.372000E+2	7.718860E-6	7.152590E-7
-6.296000E+2	8.165890E-6	-5.960510E-8
-6.194000E+2	8.642730E-6	-5.960500E-7
-5.980000E+2	8.791740E-6	-8.344690E-7
-5.879000E+2	8.165890E-6	-4.172340E-7
-5.687000E+2	7.271800E-6	-8.940730E-7
-5.587000E+2	7.659260E-6	-1.102690E-6
-5.423000E+2	7.957280E-6	-5.662480E-7
-5.335000E+2	8.195700E-6	8.940740E-8
-5.197000E+2	9.566600E-6	5.662480E-7
-5.139000E+2	1.156340E-5	-5.960500E-7
-5.054000E+2	1.373890E-5	-1.788150E-7
-5.009000E+2	1.385810E-5	-2.384200E-7
-4.977000E+2	1.329190E-5	-3.576300E-7
-4.918000E+2	1.344090E-5	-4.172340E-7
-4.897000E+2	1.424560E-5	-8.940730E-7
-4.838000E+2	1.379850E-5	-1.490120E-6
-4.819000E+2	1.290450E-5	-9.238760E-7
-4.745000E+2	1.254680E-5	-5.960500E-7
-4.713000E+2	1.263620E-5	1.192100E-7
-4.635000E+2	1.350050E-5	5.662480E-7
-4.605000E+2	1.403700E-5	6.556550E-7
-4.566000E+2	1.442440E-5	7.450620E-7
-4.469000E+2	1.421580E-5	8.642710E-7
-4.423000E+2	1.463300E-5	5.960500E-7
-4.336000E+2	1.475220E-5	2.026570E-6
-4.296000E+2	1.516940E-5	3.159060E-6
-4.208000E+2	1.567610E-5	2.473610E-6
-4.165000E+2	1.591460E-5	1.579530E-6
-4.088000E+2	1.773250E-5	-3.278270E-7
-4.041000E+2	1.841800E-5	-6.556550E-7
-3.971000E+2	1.877560E-5	-1.877550E-6
-3.921000E+2	2.005710E-5	-2.771630E-6
-3.842000E+2	1.972930E-5	-2.324600E-6
-3.798000E+2	2.044450E-5	-9.536820E-7
-3.753000E+2	2.190480E-5	8.940740E-8
-3.676000E+2	2.354400E-5	-1.788150E-7
-3.635000E+2	2.369300E-5	3.576300E-7
-3.550000E+2	2.333530E-5	-1.251700E-6
-3.501000E+2	2.276910E-5	-1.639140E-6
-3.426000E+2	2.226250E-5	-2.026570E-6
-3.383000E+2	2.297770E-5	-1.579530E-6
-3.302000E+2	2.467640E-5	3.576300E-7
-3.265000E+2	2.509370E-5	-4.172340E-7
-3.231000E+2	2.521290E-5	-5.960500E-7
-3.134000E+2	2.536190E-5	-1.341110E-6
-3.098000E+2	2.497450E-5	-1.072890E-6
-3.049000E+2	2.494470E-5	-1.221900E-6
-2.975000E+2	2.560030E-5	5.364450E-7
-2.925000E+2	2.652420E-5	5.960500E-7
-2.845000E+2	2.831230E-5	-7.748640E-7
-2.801000E+2	2.834210E-5	-1.072890E-6
-2.745000E+2	2.893820E-5	-1.192100E-6
-2.675000E+2	3.090520E-5	8.344690E-7
-2.624000E+2	3.150130E-5	1.281510E-6
-2.554000E+2	3.144170E-5	7.152590E-7
-2.506000E+2	3.063700E-5	-1.490130E-7
-2.431000E+2	2.974280E-5	-1.579530E-6
-2.389000E+2	2.941500E-5	-1.519930E-6
-2.307000E+2	2.965340E-5	-5.960510E-8
-2.271000E+2	2.974280E-5	1.013290E-6
-2.184000E+2	3.266360E-5	1.251700E-6
-2.151000E+2	3.412390E-5	1.132500E-6
-2.061000E+2	3.591200E-5	2.026570E-6
-2.014000E+2	3.677630E-5	2.056370E-6
-1.983000E+2	3.746180E-5	1.430520E-6
-1.881000E+2	3.749160E-5	-3.576300E-7
-1.851000E+2	3.793860E-5	-6.258520E-7
-1.749000E+2	3.975650E-5	-4.768410E-7
-1.721000E+2	3.987570E-5	-4.768410E-7
