Sample Name, Varga_5_4_35.65G
Freq displayed, 3.568, GHz, Power, 10, dBm, 35.65 Ghz, adjusted black knob, disconnected voltmeter
SR850: f = 25 Hz; phase = -84 deg; output = 5 V; sens. = 500 uV; tc = 300 ms; 12dB/oct
Field	X	Y
Oe	V	V
*
-6.436000E+2	3.337870E-6	2.145780E-6
-6.434000E+2	3.337870E-6	1.758340E-6
-6.434000E+2	3.337870E-6	1.758340E-6
-6.418000E+2	4.142550E-6	4.768410E-7
-6.366000E+2	3.367680E-6	-1.221900E-6
-6.140000E+2	4.321370E-6	-2.682220E-6
-6.031000E+2	4.112750E-6	-2.354400E-6
-5.750000E+2	4.440580E-6	-1.788150E-6
-5.614000E+2	4.142550E-6	-1.072890E-6
-5.297000E+2	4.828010E-6	-4.172340E-7
-5.151000E+2	5.006820E-6	1.788150E-7
-4.838000E+2	3.904130E-6	5.662480E-7
-4.699000E+2	3.576290E-6	3.874320E-7
-4.544000E+2	3.665700E-6	4.470370E-7
-4.238000E+2	4.082950E-6	1.609330E-6
-4.100000E+2	4.798200E-6	1.668940E-6
-3.869000E+2	6.675750E-6	2.175580E-6
-3.746000E+2	7.659260E-6	2.354400E-6
-3.616000E+2	8.761940E-6	2.563010E-6
-3.426000E+2	1.022230E-5	4.202160E-6
-3.334000E+2	1.087790E-5	4.053140E-6
-3.154000E+2	1.189120E-5	2.861040E-6
-3.070000E+2	1.254680E-5	1.430520E-6
-2.881000E+2	1.192100E-5	-1.311310E-6
-2.794000E+2	1.156340E-5	-1.758340E-6
-2.590000E+2	1.126530E-5	-2.115980E-6
-2.501000E+2	1.123550E-5	-2.354400E-6
-2.288000E+2	1.245740E-5	-2.235190E-6
-2.197000E+2	1.344090E-5	-1.132500E-6
-1.982000E+2	1.358990E-5	-1.579530E-6
-1.891000E+2	1.403700E-5	-1.907360E-6
-1.646000E+2	1.627220E-5	-1.639140E-6
-1.554000E+2	1.728550E-5	-8.642710E-7
-1.427000E+2	1.859680E-5	-3.874320E-7
-1.223000E+2	1.937160E-5	1.788150E-7
-1.103000E+2	1.946100E-5	2.086170E-7
-9.920000E+1	1.984850E-5	-1.490130E-7
-7.750000E+1	2.005710E-5	-3.576300E-7
-6.710000E+1	1.990810E-5	-3.576300E-7
-4.750000E+1	1.958020E-5	-1.072890E-6
-3.640000E+1	1.928220E-5	-1.519930E-6
-1.430000E+1	1.448400E-5	2.980250E-8
-4.000000E+0	1.129510E-5	2.384200E-7
6.800000E+0	7.897670E-6	8.940740E-8
2.940000E+1	-4.172340E-7	-1.251700E-6
4.010000E+1	-5.662470E-6	-1.192100E-6
5.200000E+1	-1.025210E-5	-1.341110E-6
7.280000E+1	-1.555690E-5	-2.384200E-6
8.190000E+1	-1.764310E-5	-2.175580E-6
1.051000E+2	-2.011670E-5	-1.192100E-7
1.150000E+2	-1.919280E-5	6.258520E-7
1.356000E+2	-1.782190E-5	2.324600E-6
1.449000E+2	-1.728550E-5	2.294790E-6
1.660000E+2	-1.528870E-5	1.341110E-6
1.750000E+2	-1.439460E-5	8.940730E-7
1.962000E+2	-1.403700E-5	1.788150E-7
2.052000E+2	-1.439460E-5	5.662480E-7
2.264000E+2	-1.499060E-5	1.400720E-6
2.356000E+2	-1.478200E-5	1.877550E-6
2.562000E+2	-1.499060E-5	1.072890E-6
2.659000E+2	-1.493100E-5	5.066430E-7
2.863000E+2	-1.481180E-5	8.344690E-7
2.965000E+2	-1.472240E-5	1.043090E-6
3.068000E+2	-1.424560E-5	1.281510E-6
3.261000E+2	-1.296410E-5	1.907360E-6
3.375000E+2	-1.236800E-5	1.639140E-6
3.600000E+2	-9.864630E-6	1.102690E-6
3.713000E+2	-8.672530E-6	9.238760E-7
3.837000E+2	-8.523520E-6	4.470370E-7
4.044000E+2	-8.225500E-6	1.490130E-7
4.141000E+2	-8.702340E-6	3.576300E-7
4.371000E+2	-9.059960E-6	-1.788150E-7
4.475000E+2	-8.970560E-6	-1.162300E-6
4.566000E+2	-8.940750E-6	-1.996770E-6
