Sample Name, AUS25x23_28G
Freq, 28, GHz, Power, 10, dBm
SR850: f = 25 Hz; phase = 96 deg; output = 5 V; sens. = 50 uV; tc = 300 ms; 12dB/oct
Time,Field,X,Y,R,theta
s,Oe,V,V,V,deg
1.058869E+0,-6.300000E+2,2.171860E-6,1.508750E-7,2.169606E-6,5.715481E+0,
1.458812E+0,-5.881000E+2,2.367440E-6,1.303860E-7,2.371028E-6,3.152362E+0,
1.658279E+0,-5.727000E+2,2.369300E-6,1.676390E-8,2.369359E-6,4.053875E-1,
1.857729E+0,-5.393000E+2,2.576050E-6,7.636890E-8,2.577182E-6,1.698078E+0,
2.059204E+0,-5.231000E+2,2.617030E-6,1.266610E-7,2.620093E-6,2.770882E+0,
2.059204E+0,-5.231000E+2,2.617030E-6,1.266610E-7,2.896479E-6,3.316117E-1,
2.459179E+0,-4.761000E+2,3.077100E-6,1.806770E-7,3.082400E-6,3.360358E+0,
2.657638E+0,-4.630000E+2,3.194450E-6,1.098970E-7,3.196340E-6,1.970340E+0,
2.859081E+0,-4.344000E+2,3.609820E-6,2.738110E-7,3.620190E-6,4.337676E+0,
3.058554E+0,-4.223000E+2,3.805400E-6,2.700850E-7,3.814972E-6,4.059711E+0,
3.258026E+0,-4.091000E+2,4.019620E-6,1.899910E-7,4.024108E-6,2.706123E+0,
3.459454E+0,-3.881000E+2,4.274800E-6,2.570470E-7,4.282521E-6,3.441096E+0,
3.657925E+0,-3.769000E+2,4.449890E-6,2.011670E-7,4.454435E-6,2.588419E+0,
3.858428E+0,-3.689000E+2,4.611940E-6,2.142050E-7,4.616912E-6,2.659234E+0,
4.058920E+0,-3.480000E+2,4.762810E-6,2.123420E-7,4.767541E-6,2.552747E+0,
4.058920E+0,-3.480000E+2,4.762810E-6,2.123420E-7,4.995996E-6,6.835878E-1,
4.457838E+0,-3.180000E+2,5.198670E-6,1.061710E-7,5.199754E-6,1.169973E+0,
4.658316E+0,-3.095000E+2,5.308570E-6,-4.097840E-8,5.308728E-6,-4.422741E-1,
4.858780E+0,-2.988000E+2,5.338370E-6,1.117590E-8,5.338382E-6,1.199488E-1,
5.058191E+0,-2.766000E+2,5.366310E-6,-2.421450E-8,5.366365E-6,-2.585351E-1,
5.257672E+0,-2.663000E+2,5.386800E-6,-5.029160E-8,5.387035E-6,-5.349025E-1,
5.459098E+0,-2.427000E+2,5.235920E-6,0.000000E+0,5.235920E-6,0.000000E+0,
5.658655E+0,-2.330000E+2,5.235920E-6,0.000000E+0,5.019998E-6,-4.251924E-1,
5.658655E+0,-2.330000E+2,5.019860E-6,-3.725310E-8,4.833694E-6,3.753435E-1,
6.058519E+0,-1.996000E+2,4.364210E-6,1.024460E-7,4.365412E-6,1.344721E+0,
6.058519E+0,-1.996000E+2,4.364210E-6,1.024460E-7,4.050962E-6,1.580892E+0,
6.458496E+0,-1.689000E+2,3.609820E-6,2.030290E-7,3.615525E-6,3.219125E+0,
6.657946E+0,-1.575000E+2,3.306210E-6,1.620510E-7,3.310179E-6,2.806057E+0,
6.859452E+0,-1.480000E+2,3.166510E-6,3.166520E-8,3.166668E-6,5.729405E-1,
7.057866E+0,-1.254000E+2,2.795840E-6,1.732270E-7,2.801201E-6,3.545448E+0,
7.258326E+0,-1.151000E+2,2.615170E-6,6.333040E-8,2.615937E-6,1.387235E+0,
7.457753E+0,-9.370000E+1,2.453120E-6,7.078100E-8,2.454141E-6,1.652723E+0,
7.659216E+0,-8.270000E+1,2.248230E-6,9.499540E-8,2.250236E-6,2.419503E+0,
7.857728E+0,-7.090000E+1,2.207250E-6,4.842900E-8,2.207781E-6,1.256918E+0,
8.058211E+0,-5.010000E+1,1.933440E-6,1.415620E-7,1.938615E-6,4.187592E+0,
8.258640E+0,-3.810000E+1,1.868240E-6,1.266610E-7,1.872529E-6,3.878545E+0,
8.459152E+0,-2.880000E+1,1.778830E-6,1.527380E-7,1.785375E-6,4.907625E+0,
8.657565E+0,-5.100000E+0,1.437970E-6,1.899910E-7,1.450467E-6,7.526579E+0,
8.858083E+0,3.800000E+0,1.411890E-6,1.546000E-7,1.420329E-6,6.248913E+0,
9.059484E+0,2.780000E+1,8.065290E-7,1.192100E-7,8.152914E-7,8.407798E+0,
9.258989E+0,3.680000E+1,7.264350E-7,9.499540E-8,7.326199E-7,7.450253E+0,
9.458447E+0,4.710000E+1,4.488990E-7,1.806770E-7,4.838951E-7,2.192425E+1,
9.657975E+0,6.690000E+1,-8.568210E-8,9.685800E-8,1.293170E-7,1.314965E+2,
9.859390E+0,8.800000E+1,-3.967450E-7,1.341110E-7,4.187987E-7,1.613233E+2,
1.005885E+1,9.700000E+1,-5.867370E-7,-3.352780E-8,5.876942E-7,-1.767295E+2,
1.025932E+1,1.082000E+2,-8.139800E-7,-3.725320E-9,8.139885E-7,-1.797378E+2,
1.045880E+1,1.299000E+2,-1.233080E-6,-1.005830E-7,1.237176E-6,-1.753367E+2,
1.065923E+1,1.404000E+2,-1.454730E-6,-1.247980E-7,1.460073E-6,-1.750967E+2,
1.085771E+1,1.599000E+2,-1.734130E-6,-1.210730E-7,1.738351E-6,-1.760062E+2,
1.105915E+1,1.709000E+2,-1.734130E-6,-1.210730E-7,2.048268E-6,-1.747301E+2,
1.125866E+1,1.900000E+2,-2.445670E-6,0.000000E+0,2.445670E-6,1.800000E+2,
1.145807E+1,2.013000E+2,-2.738100E-6,0.000000E+0,2.740534E-6,1.775849E+2,
1.165759E+1,2.206000E+2,-3.183280E-6,1.117590E-7,3.185241E-6,1.779893E+2,
1.185909E+1,2.337000E+2,-3.522280E-6,8.381950E-8,3.523277E-6,1.786368E+2,
1.205953E+1,2.440000E+2,-3.702950E-6,-6.891830E-8,3.703591E-6,-1.789338E+2,
1.225898E+1,2.640000E+2,-4.211470E-6,6.333040E-8,4.211946E-6,1.791385E+2,
1.245840E+1,2.737000E+2,-4.371660E-6,-6.146770E-8,4.372092E-6,-1.791944E+2,
1.265791E+1,2.960000E+2,-4.734870E-6,1.359740E-7,4.736822E-6,1.783551E+2,
1.285831E+1,3.064000E+2,-4.829870E-6,4.097840E-8,4.830044E-6,1.795139E+2,
1.305880E+1,3.153000E+2,-4.909960E-6,-2.793980E-8,4.910039E-6,-1.796740E+2,
1.325831E+1,3.394000E+2,-5.221020E-6,-1.285230E-7,5.222602E-6,-1.785899E+2,
1.345774E+1,3.485000E+2,-5.111130E-6,-1.583260E-7,5.113582E-6,-1.782257E+2,
1.365924E+1,3.728000E+2,-5.042210E-6,-1.285230E-7,5.043848E-6,-1.785399E+2,
1.385866E+1,3.818000E+2,-4.814970E-6,-1.434250E-7,4.817106E-6,-1.782938E+2,
1.405820E+1,3.926000E+2,-4.790750E-6,-4.842900E-8,4.790995E-6,-1.794208E+2,
1.425765E+1,4.154000E+2,-4.477830E-6,-2.048920E-7,4.482515E-6,-1.773801E+2,
1.425765E+1,4.154000E+2,-4.477830E-6,-2.048920E-7,4.395492E-6,-1.777657E+2,
1.465755E+1,4.454000E+2,-4.055010E-6,-3.613550E-7,4.071079E-6,-1.749076E+2,
1.485804E+1,4.558000E+2,-4.043830E-6,-1.825400E-7,4.047948E-6,-1.774154E+2,
1.505849E+1,4.756000E+2,-3.675010E-6,-1.434250E-7,3.677808E-6,-1.777650E+2,
1.525901E+1,4.864000E+2,-3.589330E-6,-7.823160E-8,3.590182E-6,-1.787514E+2,
1.545843E+1,4.994000E+2,-3.419830E-6,-1.341110E-7,3.422459E-6,-1.777543E+2,
1.545843E+1,4.994000E+2,-3.419830E-6,-1.341110E-7,3.193842E-6,-1.783959E+2,
1.585833E+1,5.320000E+2,-3.220530E-6,-1.192100E-7,3.222736E-6,-1.778801E+2,
1.605877E+1,5.514000E+2,-3.183280E-6,-1.192100E-7,3.185374E-6,1.779223E+2,
1.625827E+1,5.627000E+2,-3.043580E-6,5.401690E-8,3.044059E-6,1.789832E+2,
1.645873E+1,5.822000E+2,-2.933680E-6,6.519300E-8,2.934404E-6,1.787270E+2,
