Sample Name, AUS25x23_8G
Freq, 8, GHz, Power, 10, dBm
SR850: f = 25 Hz; phase = 96 deg; output = 5 V; sens. = 50 uV; tc = 300 ms; 12dB/oct
Time,Field,X,Y,R,theta
s,Oe,V,V,V,deg
3.720000E-5,-6.583000E+2,-1.750340E-5,1.117590E-7,1.750353E-5,-1.797805E+2,
1.364931E-1,-6.586000E+2,-1.757040E-5,-3.650800E-7,1.757419E-5,-1.788097E+2,
3.359973E-1,-6.581000E+2,-1.779770E-5,-3.799810E-7,1.780176E-5,-1.787769E+2,
5.353937E-1,-6.517000E+2,-1.791130E-5,-2.235190E-8,1.791131E-5,-1.799285E+2,
7.358864E-1,-6.425000E+2,-1.805470E-5,-5.215430E-8,1.805478E-5,-1.798345E+2,
9.364376E-1,-6.214000E+2,-1.825780E-5,-6.519300E-8,1.825792E-5,-1.797954E+2,
1.135803E+0,-6.088000E+2,-1.800440E-5,-8.009420E-8,1.800458E-5,-1.797451E+2,
1.335331E+0,-5.962000E+2,-1.777350E-5,1.788150E-7,1.777440E-5,1.794236E+2,
1.535794E+0,-5.615000E+2,-1.741210E-5,6.482040E-7,1.742416E-5,1.778680E+2,
1.736250E+0,-5.472000E+2,-1.718490E-5,6.929080E-7,1.719886E-5,1.776910E+2,
1.736250E+0,-5.472000E+2,-1.718490E-5,6.929080E-7,1.696582E-5,1.789935E+2,
2.135192E+0,-4.969000E+2,-1.713830E-5,6.519300E-8,1.713842E-5,1.797821E+2,
2.336611E+0,-4.668000E+2,-1.780700E-5,2.644970E-7,1.780896E-5,1.791490E+2,
2.536058E+0,-4.538000E+2,-1.807340E-5,2.365570E-7,1.807495E-5,1.792501E+2,
2.736570E+0,-4.402000E+2,-1.828940E-5,1.862650E-7,1.829035E-5,1.794165E+2,
2.935980E+0,-4.116000E+2,-1.849430E-5,2.328320E-7,1.849577E-5,1.792787E+2,
3.136499E+0,-4.006000E+2,-1.843470E-5,1.546000E-7,1.843535E-5,1.795195E+2,
3.336945E+0,-3.783000E+2,-1.860610E-5,-1.546000E-7,1.860674E-5,-1.795239E+2,
3.535449E+0,-3.683000E+2,-1.860610E-5,-1.546000E-7,1.893786E-5,-1.797013E+2,
3.736921E+0,-3.494000E+2,-1.928780E-5,-8.754480E-8,1.928800E-5,-1.797399E+2,
3.936328E+0,-3.399000E+2,-1.971060E-5,-2.011670E-7,1.971163E-5,-1.794153E+2,
4.135778E+0,-3.282000E+2,-2.009430E-5,-2.607710E-8,2.009432E-5,-1.799256E+2,
4.335270E+0,-3.110000E+2,-2.015770E-5,-2.719480E-7,2.015953E-5,-1.792271E+2,
4.335270E+0,-3.110000E+2,-2.015770E-5,-2.719480E-7,2.023451E-5,-1.791350E+2,
4.736200E+0,-2.824000E+2,-2.064380E-5,-2.607710E-8,2.064382E-5,-1.799276E+2,
4.935691E+0,-2.718000E+2,-2.070340E-5,-1.080340E-7,2.070368E-5,-1.797010E+2,
5.136121E+0,-2.520000E+2,-2.076490E-5,8.754480E-8,2.076508E-5,1.797584E+2,
5.336639E+0,-2.416000E+2,-2.040540E-5,1.862660E-8,2.040541E-5,1.799477E+2,
5.535081E+0,-2.192000E+2,-1.997330E-5,1.583260E-7,1.997393E-5,1.795458E+2,
5.736507E+0,-2.080000E+2,-1.962120E-5,1.508750E-7,1.962178E-5,1.795594E+2,
5.935024E+0,-1.955000E+2,-1.917790E-5,2.738110E-7,1.917985E-5,1.791820E+2,
6.136474E+0,-1.747000E+2,-1.828570E-5,1.080340E-7,1.828602E-5,1.796615E+2,
6.335934E+0,-1.651000E+2,-1.811430E-5,5.029160E-8,1.811437E-5,1.798409E+2,
6.535410E+0,-1.552000E+2,-1.810500E-5,2.719480E-7,1.810704E-5,1.791395E+2,
6.736895E+0,-1.288000E+2,-1.754810E-5,4.749760E-7,1.755453E-5,1.784496E+2,
6.935338E+0,-1.199000E+2,-1.712160E-5,3.334150E-7,1.712485E-5,1.788844E+2,
6.935338E+0,-1.199000E+2,-1.712160E-5,3.334150E-7,1.652003E-5,1.787660E+2,
7.336321E+0,-9.020000E+1,-1.622000E-5,4.433110E-7,1.622606E-5,1.784344E+2,
7.536699E+0,-7.740000E+1,-1.594060E-5,1.899910E-7,1.594173E-5,1.793171E+2,
7.736211E+0,-5.790000E+1,-1.502230E-5,1.937160E-7,1.502355E-5,1.792612E+2,
7.935674E+0,-4.550000E+1,-1.419340E-5,-5.215430E-8,1.419350E-5,-1.797895E+2,
8.135115E+0,-2.520000E+1,-1.221340E-5,-1.750900E-7,1.221465E-5,-1.791787E+2,
8.336587E+0,-1.520000E+1,-1.102690E-5,-5.587960E-8,1.102704E-5,-1.797097E+2,
8.535064E+0,4.800000E+0,-7.854830E-6,6.519300E-8,7.855101E-6,1.795245E+2,
8.735481E+0,1.530000E+1,-7.854830E-6,6.519300E-8,6.071524E-6,1.788926E+2,
8.936994E+0,2.590000E+1,-3.427280E-6,4.656640E-8,3.427596E-6,1.792216E+2,
9.136492E+0,4.770000E+1,1.486400E-6,-1.024460E-7,1.489926E-6,-3.942718E+0,
9.336923E+0,5.890000E+1,3.669430E-6,-3.781190E-7,3.688860E-6,-5.883319E+0,
9.535362E+0,7.830000E+1,6.688790E-6,-6.817320E-7,6.723442E-6,-5.819580E+0,
9.736848E+0,8.910000E+1,8.052270E-6,-6.053630E-7,8.074993E-6,-4.299362E+0,
9.936281E+0,1.090000E+2,1.033220E-5,-2.328320E-7,1.033482E-5,-1.290919E+0,
9.936281E+0,1.090000E+2,1.033220E-5,-2.328320E-7,1.121889E-5,2.283060E-1,
1.033525E+1,1.412000E+2,1.244440E-5,1.247980E-7,1.244503E-5,5.745684E-1,
1.053668E+1,1.524000E+2,1.302370E-5,4.097840E-8,1.302376E-5,1.802776E-1,
1.073520E+1,1.720000E+2,1.393080E-5,3.017500E-7,1.393407E-5,1.240869E+0,
1.093568E+1,1.827000E+2,1.433870E-5,2.849870E-7,1.434153E-5,1.138625E+0,
1.113610E+1,1.917000E+2,1.477640E-5,1.415620E-7,1.477708E-5,5.488926E-1,
1.133658E+1,2.158000E+2,1.529430E-5,2.495960E-7,1.529634E-5,9.349580E-1,
1.153503E+1,2.246000E+2,1.574510E-5,2.048920E-7,1.574643E-5,7.455516E-1,
1.173549E+1,2.457000E+2,1.657210E-5,3.725320E-9,1.657210E-5,1.287979E-2,
1.193603E+1,2.546000E+2,1.698560E-5,-1.136220E-7,1.698598E-5,-3.832637E-1,
1.213540E+1,2.655000E+2,1.747920E-5,-3.408660E-7,1.748252E-5,-1.117197E+0,
1.233684E+1,2.876000E+2,1.873830E-5,-2.048920E-7,1.873942E-5,-6.264698E-1,
1.253540E+1,2.987000E+2,1.914250E-5,-7.078100E-8,1.914263E-5,-2.118550E-1,
1.273584E+1,3.174000E+2,1.983170E-5,7.450630E-8,1.983184E-5,2.152552E-1,
1.293531E+1,3.280000E+2,2.002360E-5,3.725310E-8,2.002363E-5,1.065964E-1,
1.313573E+1,3.504000E+2,2.012970E-5,4.284110E-8,2.012975E-5,1.219397E-1,
1.333528E+1,3.631000E+2,2.001420E-5,6.891830E-8,2.001432E-5,1.972955E-1,
1.353671E+1,3.744000E+2,1.983730E-5,-2.235190E-8,1.983731E-5,-6.455864E-2,
1.373617E+1,3.958000E+2,1.947970E-5,-2.980250E-7,1.948198E-5,-8.765147E-1,
1.393663E+1,4.071000E+2,1.931200E-5,-3.557670E-7,1.931528E-5,-1.055387E+0,
1.413605E+1,4.265000E+2,1.877560E-5,-3.408660E-7,1.877869E-5,-1.040075E+0,
1.433552E+1,4.380000E+2,1.869550E-5,-2.291060E-7,1.869690E-5,-7.021021E-1,
1.453503E+1,4.573000E+2,1.839750E-5,1.695020E-7,1.839828E-5,5.278693E-1,
1.473647E+1,4.685000E+2,1.825590E-5,5.345830E-7,1.826373E-5,1.677299E+0,
1.493593E+1,4.881000E+2,1.797090E-5,7.450620E-7,1.798634E-5,2.374087E+0,
1.513538E+1,4.989000E+2,1.795040E-5,4.973300E-7,1.795729E-5,1.587019E+0,
1.533689E+1,5.079000E+2,1.798400E-5,2.533220E-7,1.798578E-5,8.070130E-1,
1.553533E+1,5.319000E+2,1.792060E-5,7.078100E-8,1.792074E-5,2.263000E-1,
