Sample Name, AUS25x23_20G
Freq, 20, GHz, Power, 10, dBm
SR850: f = 25 Hz; phase = 96 deg; output = 5 V; sens. = 50 uV; tc = 300 ms; 12dB/oct
Field	X	Y
Oe	V	V
*
-6.631000E+2	-5.887850E-6	-1.862660E-8
-6.631000E+2	-5.887850E-6	-1.657760E-7
-6.622000E+2	-5.846870E-6	-1.508750E-7
-6.633000E+2	-5.828250E-6	-1.173470E-7
-6.535000E+2	-5.820800E-6	-4.842900E-8
-6.458000E+2	-5.681100E-6	-1.061710E-7
-6.191000E+2	-5.628940E-6	-7.450640E-9
-6.069000E+2	-5.573060E-6	2.980250E-8
-5.881000E+2	-5.435230E-6	-2.235190E-8
-5.585000E+2	-5.293670E-6	-1.117590E-7
-5.431000E+2	-5.334640E-6	-4.842900E-8
-5.121000E+2	-4.999370E-6	-2.402830E-7
-4.965000E+2	-4.829870E-6	-1.247980E-7
-4.679000E+2	-3.892960E-6	-4.842900E-8
-4.531000E+2	-3.214940E-6	-6.519300E-8
-4.283000E+2	-1.506890E-6	-1.620510E-7
-4.151000E+2	-4.451740E-7	-7.450630E-8
-4.042000E+2	1.132500E-6	-1.490130E-8
-3.796000E+2	3.967460E-6	9.872060E-8
-3.707000E+2	5.157690E-6	1.024460E-7
-3.514000E+2	7.117200E-6	1.695020E-7
-3.435000E+2	8.059720E-6	1.788150E-7
-3.225000E+2	9.251820E-6	1.490130E-7
-3.225000E+2	9.251820E-6	1.490130E-7
-2.943000E+2	1.040110E-5	1.769520E-7
-2.856000E+2	1.061150E-5	1.620510E-7
-2.856000E+2	1.061150E-5	1.620510E-7
-2.756000E+2	1.071030E-5	2.197930E-7
-2.431000E+2	1.046810E-5	3.315530E-7
-2.222000E+2	9.788260E-6	3.911570E-7
-2.121000E+2	9.404550E-6	4.991930E-7
-2.121000E+2	9.404550E-6	4.991930E-7
-1.810000E+2	8.370790E-6	2.626350E-7
-1.583000E+2	7.595900E-6	2.291060E-7
-1.487000E+2	7.364930E-6	2.570470E-7
-1.487000E+2	7.364930E-6	2.570470E-7
-1.184000E+2	7.070630E-6	2.477340E-7
-1.184000E+2	6.444780E-6	1.676390E-7
-8.820000E+1	5.777950E-6	9.313280E-9
-7.790000E+1	5.563750E-6	1.117590E-8
-5.630000E+1	4.995640E-6	-7.264360E-8
-4.520000E+1	4.718110E-6	-1.043090E-7
-2.580000E+1	4.099710E-6	1.490130E-8
-1.270000E+1	3.701090E-6	1.229350E-7
-3.100000E+0	3.324840E-6	8.568210E-8
1.790000E+1	2.343220E-6	1.229350E-7
3.020000E+1	1.762070E-6	8.381950E-8
3.930000E+1	1.085930E-6	3.352780E-8
6.330000E+1	-4.787030E-7	1.452870E-7
7.230000E+1	-9.946600E-7	1.396990E-7
9.600000E+1	-2.266850E-6	1.359740E-7
1.050000E+2	-2.754870E-6	7.823160E-8
1.159000E+2	-3.136710E-6	-3.352780E-8
1.382000E+2	-3.960010E-6	-1.769520E-7
1.481000E+2	-4.546750E-6	-1.192100E-7
1.681000E+2	-5.254550E-6	-6.705570E-8
1.786000E+2	-5.561890E-6	-4.097840E-8
1.982000E+2	-6.347920E-6	-5.401690E-8
1.982000E+2	-6.347920E-6	-5.401690E-8
2.222000E+2	-7.057590E-6	-2.570470E-7
2.414000E+2	-7.893950E-6	-1.452870E-7
2.611000E+2	-8.603620E-6	-1.806770E-7
2.720000E+2	-9.097220E-6	-1.247980E-7
2.849000E+2	-9.590820E-6	-5.215430E-8
3.040000E+2	-1.009930E-5	-8.009420E-8
3.151000E+2	-1.027630E-5	-1.303860E-7
3.346000E+2	-1.057060E-5	-1.192100E-7
3.452000E+2	-1.066740E-5	-1.415620E-7
3.655000E+2	-1.033030E-5	-2.309690E-7
3.756000E+2	-9.900020E-6	-1.899910E-7
3.849000E+2	-9.443670E-6	-7.078100E-8
4.090000E+2	-7.560510E-6	5.960510E-8
4.181000E+2	-6.487620E-6	8.940740E-8
4.422000E+2	-3.997270E-6	2.142050E-7
4.514000E+2	-2.790260E-6	2.216560E-7
