Sample Name, AUS25x23_40G
Freq, 40, GHz, Power, 10, dBm
SR850: f = 25 Hz; phase = 96 deg; output = 5 V; sens. = 20 uV; tc = 300 ms; 12dB/oct
Time,Field,X,Y,R,theta
s,Oe,V,V,V,deg
1.904124E+1,7.825000E+2,-3.604240E-7,5.308560E-8,3.643124E-7,1.716213E+2,
1.924164E+1,7.937000E+2,-3.911570E-7,6.984960E-8,3.973446E-7,1.698753E+2,
1.944215E+1,8.134000E+2,-3.054760E-7,9.872060E-8,3.210317E-7,1.620907E+2,
1.964167E+1,8.250000E+2,-3.129260E-7,9.872060E-8,3.281287E-7,1.624908E+2,
1.984206E+1,8.447000E+2,-2.961620E-7,1.396990E-8,2.964913E-7,1.772994E+2,
2.004160E+1,8.592000E+2,-3.594920E-7,4.749770E-8,3.626162E-7,1.724734E+2,
2.004160E+1,8.592000E+2,-3.594920E-7,4.749770E-8,3.273256E-7,-1.770643E+2,
2.044048E+1,8.927000E+2,-3.576300E-7,-2.514580E-8,3.585129E-7,-1.759780E+2,
2.064090E+1,9.032000E+2,-3.119950E-7,-7.357490E-8,3.205529E-7,-1.667309E+2,
2.084141E+1,9.153000E+2,-3.399350E-7,2.235190E-8,3.406691E-7,1.762380E+2,
2.104087E+1,9.371000E+2,-3.054760E-7,9.127010E-8,3.188194E-7,1.633649E+2,
2.124131E+1,9.495000E+2,-3.175830E-7,8.102550E-8,3.277561E-7,1.656874E+2,
2.144178E+1,9.711000E+2,-2.253810E-7,1.583260E-8,2.259364E-7,1.759817E+2,
2.164224E+1,9.809000E+2,-2.356260E-7,4.656640E-9,2.356720E-7,1.788678E+2,
2.184080E+1,1.003000E+3,-3.660120E-7,8.195680E-8,3.750756E-7,1.673786E+2,
2.204114E+1,1.012500E+3,-3.585610E-7,7.916290E-8,3.671958E-7,1.675500E+2,
2.204114E+1,1.012500E+3,-3.585610E-7,7.916290E-8,2.992402E-7,1.775027E+2,
2.244208E+1,1.047300E+3,-1.480810E-7,-1.220040E-7,1.918670E-7,-1.405149E+2,
2.264156E+1,1.057400E+3,-1.871970E-7,-9.313270E-8,2.090847E-7,-1.535491E+2,
2.284204E+1,1.078400E+3,-2.980250E-7,-1.713640E-7,3.437798E-7,-1.501012E+2,
2.304152E+1,1.089000E+3,-4.293420E-7,-1.741580E-7,4.633202E-7,-1.579206E+2,
2.324205E+1,1.109800E+3,-4.665940E-7,-1.164160E-7,4.808977E-7,-1.659906E+2,
2.324205E+1,1.109800E+3,-4.665940E-7,-1.164160E-7,5.005063E-7,-1.777605E+2,
2.364094E+1,1.141400E+3,-3.268960E-7,-1.862660E-9,3.269013E-7,-1.796735E+2,
2.384140E+1,1.153000E+3,-3.194450E-7,-1.396990E-8,3.197503E-7,-1.774960E+2,
2.404094E+1,1.175300E+3,-3.576300E-7,1.117590E-7,3.746856E-7,1.626460E+2,
2.424237E+1,1.186000E+3,-4.079210E-7,9.127010E-8,4.180069E-7,1.673881E+2,
2.444179E+1,1.196900E+3,-3.287590E-7,-3.166520E-8,3.302804E-7,-1.744984E+2,
2.464241E+1,1.217300E+3,-3.604240E-7,8.568210E-8,3.704685E-7,1.666275E+2,
2.484077E+1,1.237000E+3,-3.110640E-7,-9.313280E-9,3.112034E-7,-1.782851E+2,
2.504123E+1,1.248500E+3,-3.473850E-7,-1.210730E-8,3.475959E-7,-1.780039E+2,
2.524073E+1,1.261400E+3,-3.473850E-7,1.583260E-8,3.477456E-7,1.773905E+2,
2.544212E+1,1.270700E+3,-2.868490E-7,-1.955790E-8,2.875150E-7,-1.760995E+2,
2.564155E+1,1.295100E+3,-2.719480E-7,1.443560E-7,3.078869E-7,1.520397E+2,
2.584201E+1,1.304700E+3,-2.160680E-7,1.098970E-7,2.424103E-7,1.530411E+2,
2.604157E+1,1.329300E+3,-2.700850E-7,1.033770E-7,2.891932E-7,1.590553E+2,
2.624205E+1,1.338600E+3,-2.207240E-7,4.470370E-8,2.252055E-7,1.685506E+2,
2.644048E+1,1.360200E+3,-2.067550E-7,1.862660E-8,2.075923E-7,1.748521E+2,
2.664085E+1,1.372500E+3,-2.477340E-7,4.936030E-8,2.526036E-7,1.687316E+2,
2.684138E+1,1.382100E+3,-2.412140E-7,8.381960E-9,2.413596E-7,1.780098E+2,
2.704183E+1,1.402800E+3,-2.160680E-7,-8.288820E-8,2.314213E-7,-1.590121E+2,
2.724224E+1,1.402800E+3,-2.160680E-7,-8.288820E-8,2.928363E-7,-1.645052E+2,
2.744074E+1,1.433000E+3,-2.542530E-7,-1.452870E-7,2.928360E-7,-1.502552E+2,
2.764123E+1,1.445400E+3,-3.073380E-7,-1.033770E-7,3.242583E-7,-1.614090E+2,
2.784065E+1,1.465900E+3,-2.915060E-7,-1.043090E-7,3.096064E-7,-1.603114E+2,
2.804210E+1,1.475500E+3,-3.064070E-7,-6.798700E-8,3.138590E-7,-1.674896E+2,
2.824069E+1,1.486600E+3,-2.644970E-7,-8.847610E-8,2.789026E-7,-1.615046E+2,
2.844105E+1,1.505600E+3,-3.045440E-7,-1.955790E-8,3.051714E-7,-1.763255E+2,
2.864056E+1,1.525300E+3,-2.281750E-7,-8.754480E-8,2.443930E-7,-1.590095E+2,
2.884103E+1,1.536100E+3,-2.346940E-7,-8.568210E-8,2.498453E-7,-1.599439E+2,
2.904046E+1,1.549100E+3,-3.119950E-7,-1.955790E-8,3.126074E-7,-1.764130E+2,
2.924093E+1,1.558400E+3,-2.495960E-7,-7.264360E-8,2.599524E-7,-1.637726E+2,
2.944037E+1,1.581800E+3,-3.213080E-7,-2.235190E-8,3.220845E-7,-1.760206E+2,
2.964185E+1,1.601200E+3,-2.477340E-7,-1.294550E-7,2.795188E-7,-1.524104E+2,
2.984140E+1,1.612500E+3,-3.110640E-7,-5.215430E-8,3.154059E-7,-1.704821E+2,
3.004080E+1,1.622000E+3,-2.319000E-7,-1.154840E-7,2.590640E-7,-1.535271E+2,
3.024225E+1,1.643000E+3,-3.054760E-7,-3.352780E-8,3.073104E-7,-1.737365E+2,
3.044174E+1,1.652200E+3,-2.840550E-7,-5.122300E-8,2.886365E-7,-1.697778E+2,
3.064123E+1,1.675700E+3,-3.129260E-7,-1.303860E-8,3.131975E-7,-1.776141E+2,
3.084168E+1,1.685500E+3,-3.194450E-7,-7.450640E-9,3.195319E-7,-1.786639E+2,
3.084168E+1,1.685500E+3,-3.194450E-7,-7.450640E-9,2.492155E-7,-1.646134E+2,
3.124162E+1,1.718700E+3,-3.287590E-7,2.328320E-8,3.295824E-7,1.759490E+2,
3.144211E+1,1.730600E+3,-2.654290E-7,-4.936030E-8,2.699796E-7,-1.694654E+2,
3.164056E+1,1.740300E+3,-2.821930E-7,-4.563500E-8,2.858591E-7,-1.708139E+2,
3.184201E+1,1.763300E+3,-2.663600E-7,-5.401690E-8,2.717820E-7,-1.685361E+2,
3.204049E+1,1.773200E+3,-2.468020E-7,-7.264360E-8,2.572709E-7,-1.635988E+2,
3.224094E+1,1.796300E+3,-3.194450E-7,-4.470370E-8,3.225578E-7,-1.720337E+2,
3.244140E+1,1.805500E+3,-2.412140E-7,-1.266610E-7,2.724467E-7,-1.522961E+2,
3.244140E+1,1.805500E+3,-2.412140E-7,-1.266610E-7,2.525336E-7,-1.496522E+2,
3.284140E+1,1.838000E+3,-2.430770E-7,-1.154840E-7,2.691152E-7,-1.545880E+2,
3.304081E+1,1.848800E+3,-2.961620E-7,-3.818450E-8,2.986134E-7,-1.726533E+2,
3.324128E+1,1.868000E+3,-2.449400E-7,-5.122300E-8,2.502387E-7,-1.681883E+2,
3.344071E+1,1.879200E+3,-3.185140E-7,2.328320E-8,3.193639E-7,1.758191E+2,
3.364113E+1,1.898400E+3,-2.793990E-7,2.328320E-8,2.794378E-7,-1.790452E+2,
3.384165E+1,1.911400E+3,-2.877800E-7,1.117590E-8,2.879969E-7,1.777760E+2,
3.404208E+1,1.922000E+3,-3.026820E-7,4.190970E-8,3.055697E-7,1.721169E+2,
3.424058E+1,1.943600E+3,-3.026820E-7,2.142050E-8,3.034390E-7,1.759520E+2,
3.444202E+1,1.954900E+3,-3.390030E-7,5.215430E-8,3.429914E-7,1.712538E+2,
3.464059E+1,1.974200E+3,-3.436600E-7,5.960510E-8,3.487907E-7,1.701604E+2,
3.484099E+1,1.985000E+3,-3.650800E-7,4.097840E-8,3.673726E-7,1.735956E+2,
3.504046E+1,1.993800E+3,-3.268960E-7,-2.887110E-8,3.281685E-7,-1.749528E+2,
3.524193E+1,2.017500E+3,-4.107150E-7,5.029160E-8,4.137826E-7,1.730190E+2,
3.544134E+1,2.026700E+3,-3.669430E-7,3.725320E-9,3.669619E-7,1.794183E+2,
3.564083E+1,2.049900E+3,-4.023330E-7,2.142050E-8,4.029028E-7,1.769524E+2,
3.584133E+1,2.059800E+3,-3.539040E-7,-2.607710E-8,3.548634E-7,-1.757858E+2,
3.604078E+1,2.071900E+3,-2.952310E-7,-6.891830E-8,3.031684E-7,-1.668603E+2,
3.624221E+1,2.092800E+3,-3.576300E-7,-1.862660E-9,3.576349E-7,-1.797016E+2,
3.644167E+1,2.104600E+3,-3.073380E-7,-6.146770E-8,3.134245E-7,-1.686901E+2,
3.664115E+1,2.115300E+3,-3.781190E-7,-1.955790E-8,3.786245E-7,-1.770391E+2,
3.684163E+1,2.137700E+3,-3.157200E-7,-8.009420E-8,3.257210E-7,-1.657651E+2,
3.704108E+1,2.147400E+3,-3.166510E-7,-9.499540E-8,3.305934E-7,-1.633007E+2,
3.724057E+1,2.167600E+3,-3.334150E-7,-8.754480E-8,3.447168E-7,-1.652879E+2,
3.744105E+1,2.178000E+3,-3.920890E-7,-2.607710E-8,3.929552E-7,-1.761950E+2,
3.764146E+1,2.197700E+3,-3.194450E-7,-4.749770E-8,3.229569E-7,-1.715428E+2,
3.784092E+1,2.208700E+3,-3.613550E-7,-1.862660E-9,3.613598E-7,-1.797047E+2,
3.804043E+1,2.228100E+3,-3.827750E-7,2.142050E-8,3.833739E-7,1.767970E+2,
3.824183E+1,2.239300E+3,-3.818440E-7,-5.587960E-9,3.818849E-7,-1.791616E+2,
3.844240E+1,2.258600E+3,-3.268960E-7,-3.911580E-8,3.292279E-7,-1.731765E+2,
3.864177E+1,2.269900E+3,-3.101320E-7,-4.377240E-8,3.132058E-7,-1.719663E+2,
3.884128E+1,2.291200E+3,-3.092010E-7,-4.470370E-8,3.124159E-7,-1.717733E+2,
3.904168E+1,2.302500E+3,-3.473850E-7,-1.210730E-8,3.475959E-7,-1.780039E+2,
3.904168E+1,2.302500E+3,-3.473850E-7,-1.210730E-8,3.234480E-7,-1.750446E+2,
3.944164E+1,2.334600E+3,-3.520420E-7,7.078100E-8,3.590871E-7,1.686318E+2,
3.964209E+1,2.345400E+3,-2.598410E-7,1.210730E-8,2.601229E-7,1.773322E+2,
3.984159E+1,2.357400E+3,-2.589090E-7,1.862660E-8,2.595782E-7,1.758851E+2,
4.004209E+1,2.378200E+3,-2.468020E-7,1.862660E-9,2.468090E-7,1.795676E+2,
4.024156E+1,2.390300E+3,-2.868490E-7,1.024460E-8,2.870319E-7,1.779546E+2,
4.044203E+1,2.411100E+3,-3.473850E-7,-3.166520E-8,3.488252E-7,-1.747917E+2,
4.064048E+1,2.420000E+3,-3.296900E-7,-7.636890E-8,3.384194E-7,-1.669581E+2,
4.084093E+1,2.440500E+3,-3.613550E-7,-3.911580E-8,3.634659E-7,-1.738219E+2,
4.104036E+1,2.449900E+3,-3.073380E-7,-8.940740E-8,3.200786E-7,-1.637798E+2,
4.124183E+1,2.470800E+3,-3.231710E-7,-7.171230E-8,3.310319E-7,-1.674887E+2,
4.144234E+1,2.479900E+3,-2.803300E-7,-9.406400E-8,2.956906E-7,-1.614510E+2,
4.164081E+1,2.490300E+3,-3.222390E-7,-2.235190E-8,3.230133E-7,-1.760321E+2,
4.184224E+1,2.513100E+3,-3.222390E-7,-2.235190E-8,3.017557E-7,-1.796463E+2,
4.204175E+1,2.523800E+3,-3.213080E-7,1.862660E-9,3.213134E-7,1.796679E+2,
4.224120E+1,2.543200E+3,-3.865010E-7,1.862660E-8,3.869496E-7,1.772409E+2,
4.244169E+1,2.556200E+3,-3.334150E-7,-6.053640E-8,3.388661E-7,-1.697092E+2,
4.264213E+1,2.567500E+3,-4.228220E-7,1.024460E-8,4.229461E-7,1.786120E+2,
4.284154E+1,2.587000E+3,-4.079210E-7,-3.725310E-8,4.096185E-7,-1.747820E+2,
4.304103E+1,2.606700E+3,-3.334150E-7,-1.275920E-7,3.569948E-7,-1.590590E+2,
4.324049E+1,2.617600E+3,-3.641490E-7,-7.078100E-8,3.709642E-7,-1.690004E+2,
4.344197E+1,2.627800E+3,-4.135090E-7,-1.676390E-8,4.138487E-7,-1.776785E+2,
4.364047E+1,2.649600E+3,-3.436600E-7,-5.681090E-8,3.483241E-7,-1.706133E+2,
4.384086E+1,2.660500E+3,-3.585610E-7,-4.284110E-8,3.611113E-7,-1.731866E+2,
4.404233E+1,2.672300E+3,-3.632180E-7,-2.980250E-8,3.644386E-7,-1.753093E+2,
4.424090E+1,2.692800E+3,-3.669430E-7,7.450640E-9,3.670186E-7,1.788368E+2,
4.444231E+1,2.705200E+3,-3.147890E-7,-2.607710E-8,3.158673E-7,-1.752644E+2,
4.464174E+1,2.717100E+3,-2.887120E-7,-4.004710E-8,2.914762E-7,-1.721029E+2,
4.484127E+1,2.738000E+3,-3.622860E-7,-1.117590E-8,3.624583E-7,-1.782331E+2,
4.484127E+1,2.738000E+3,-3.622860E-7,-1.117590E-8,3.095328E-7,-1.614015E+2,
4.524214E+1,2.770500E+3,-3.566980E-7,9.313300E-10,3.566992E-7,1.798504E+2,
4.544064E+1,2.780300E+3,-3.613550E-7,2.514580E-8,3.622289E-7,1.760193E+2,
4.564207E+1,2.792700E+3,-3.119950E-7,-7.450640E-9,3.120840E-7,-1.786320E+2,
4.584157E+1,2.813700E+3,-3.362090E-7,4.284110E-8,3.389275E-7,1.727383E+2,
4.604101E+1,2.823400E+3,-2.719480E-7,4.284110E-8,2.719496E-7,1.798038E+2,
4.624044E+1,2.847000E+3,-3.315530E-7,9.313300E-10,3.404449E-7,1.668762E+2,
4.644093E+1,2.856000E+3,-3.175830E-7,5.587960E-8,3.224616E-7,1.700208E+2,
4.664145E+1,2.868800E+3,-3.017500E-7,2.328320E-8,3.026469E-7,1.755878E+2,
4.684081E+1,2.889000E+3,-3.865010E-7,4.284110E-8,3.888681E-7,1.736750E+2,
4.704239E+1,2.901200E+3,-3.865010E-7,4.284110E-8,3.368327E-7,-1.765126E+2,
4.724089E+1,2.912400E+3,-3.334150E-7,-3.166520E-8,3.349153E-7,-1.745748E+2,
4.744130E+1,2.933800E+3,-3.464540E-7,-6.239910E-8,3.520284E-7,-1.697900E+2,
4.764073E+1,2.944400E+3,-4.060580E-7,-3.725320E-9,4.060751E-7,-1.794744E+2,
4.784222E+1,2.963700E+3,-3.995390E-7,6.519290E-9,3.995922E-7,1.790652E+2,
4.804075E+1,2.974700E+3,-3.529730E-7,-6.519300E-8,3.589430E-7,-1.695356E+2,
4.824114E+1,2.987500E+3,-3.613550E-7,-3.911580E-8,3.634659E-7,-1.738219E+2,
4.844060E+1,3.006800E+3,-3.576300E-7,-2.793980E-9,3.576409E-7,-1.795524E+2,
4.864204E+1,3.017500E+3,-4.014020E-7,1.676390E-8,4.017519E-7,1.776085E+2,
4.884152E+1,3.040300E+3,-3.734620E-7,-2.048920E-8,3.740236E-7,-1.768597E+2,
4.904195E+1,3.050700E+3,-3.865010E-7,2.328320E-8,3.872017E-7,1.765526E+2,
4.924144E+1,3.062600E+3,-3.520420E-7,1.396990E-8,3.523191E-7,1.777276E+2,
4.944190E+1,3.083800E+3,-3.865010E-7,1.769520E-8,3.869059E-7,1.773787E+2,
4.964042E+1,3.095900E+3,-3.809130E-7,-1.490130E-8,3.812044E-7,-1.777597E+2,
4.984083E+1,3.105100E+3,-3.743930E-7,-5.029160E-8,3.777557E-7,-1.723494E+2,
5.004130E+1,3.128900E+3,-3.883630E-7,-4.842900E-8,3.913709E-7,-1.728919E+2,
5.024181E+1,3.137800E+3,-3.129260E-7,-1.164160E-7,3.338793E-7,-1.595936E+2,
5.044122E+1,3.161500E+3,-3.734620E-7,2.793980E-9,3.734725E-7,1.795714E+2,
5.064072E+1,3.170900E+3,-3.213080E-7,-4.842900E-8,3.249372E-7,-1.714286E+2,
5.084118E+1,3.180700E+3,-3.064070E-7,-8.102550E-8,3.169391E-7,-1.651879E+2,
5.104072E+1,3.203900E+3,-3.101320E-7,-4.470370E-8,3.133373E-7,-1.717977E+2,
5.124209E+1,3.213000E+3,-2.775360E-7,-7.543760E-8,2.876057E-7,-1.647937E+2,
5.144060E+1,3.234000E+3,-3.501790E-7,1.676390E-8,3.505800E-7,1.772592E+2,
5.164111E+1,3.246300E+3,-3.147890E-7,-8.381960E-9,3.149006E-7,-1.784747E+2,
5.184155E+1,3.266800E+3,-2.747420E-7,9.313280E-9,2.748998E-7,1.780585E+2,
5.204196E+1,3.276000E+3,-3.557670E-7,8.847610E-8,3.666036E-7,1.660344E+2,
5.224146E+1,3.297100E+3,-2.700850E-7,1.117590E-8,2.703161E-7,1.776305E+2,
5.244187E+1,3.306400E+3,-3.101320E-7,7.543760E-8,3.191750E-7,1.663287E+2,
5.264140E+1,3.317700E+3,-2.691540E-7,5.308560E-8,2.743391E-7,1.688427E+2,
5.284082E+1,3.336800E+3,-3.464540E-7,6.519300E-8,3.525344E-7,1.693431E+2,
5.304240E+1,3.347900E+3,-3.781190E-7,8.381950E-8,3.872979E-7,1.675011E+2,
5.324074E+1,3.367400E+3,-3.995390E-7,2.328320E-8,4.002168E-7,1.766649E+2,
5.344226E+1,3.378000E+3,-3.501790E-7,-4.284110E-8,3.527899E-7,-1.730251E+2,
