Sample Name, AUS25x23_30G
Freq, 30, GHz, Power, 10, dBm
SR850: f = 25 Hz; phase = 96 deg; output = 5 V; sens. = 50 uV; tc = 300 ms; 12dB/oct
Field	X	Y
Oe	V	V
*
-6.666000E+2	6.007080E-8	-1.396990E-9
-6.666000E+2	6.631050E-7	1.117590E-8
-6.664000E+2	6.631050E-7	1.117590E-8
-6.657000E+2	5.625220E-7	9.872060E-8
-6.589000E+2	7.264350E-7	1.955790E-7
-6.415000E+2	6.854570E-7	3.166510E-7
-6.296000E+2	6.388910E-7	3.241020E-7
-6.038000E+2	8.996610E-7	1.899910E-7
-6.038000E+2	8.996610E-7	1.899910E-7
-5.718000E+2	8.121170E-7	5.960510E-8
-5.403000E+2	8.642710E-7	-5.587960E-9
-5.261000E+2	8.381940E-7	-3.501790E-7
-5.261000E+2	8.381940E-7	-3.501790E-7
-4.818000E+2	1.117590E-6	-4.600750E-7
-4.535000E+2	1.043090E-6	-2.607720E-7
-4.412000E+2	9.685830E-7	-1.247980E-7
-4.165000E+2	9.201500E-7	-2.421450E-8
-4.054000E+2	8.419190E-7	1.378370E-7
-3.819000E+2	6.966330E-7	1.266610E-7
-3.819000E+2	6.966330E-7	1.266610E-7
-3.630000E+2	7.338860E-7	-1.117590E-8
-3.442000E+2	7.227100E-7	-4.656640E-8
-3.344000E+2	6.239900E-7	5.215430E-8
-3.168000E+2	6.035010E-7	-2.980250E-8
-3.062000E+2	4.246850E-7	6.333040E-8
-2.853000E+2	1.396990E-7	3.725320E-9
-2.749000E+2	9.313280E-9	1.117590E-8
-2.644000E+2	-2.980250E-8	-1.229350E-7
-2.412000E+2	-2.551840E-7	-9.499540E-8
-2.310000E+2	-3.874320E-7	-1.341110E-7
-2.111000E+2	-6.798690E-7	5.587960E-9
-2.002000E+2	-7.096710E-7	-4.842900E-8
-1.800000E+2	-8.735840E-7	-1.229350E-7
-1.800000E+2	-8.735840E-7	-1.229350E-7
-1.493000E+2	-9.350520E-7	-2.048920E-7
-1.493000E+2	-9.350520E-7	-2.048920E-7
-1.279000E+2	-9.853470E-7	-1.378370E-7
-1.041000E+2	-7.059460E-7	-7.450630E-8
-9.530000E+1	-5.047800E-7	-9.127010E-8
-9.530000E+1	-5.047800E-7	-9.127010E-8
-6.280000E+1	-1.508750E-7	-7.078100E-8
-5.290000E+1	-8.754480E-8	4.656640E-8
-3.310000E+1	2.589090E-7	-3.166520E-8
-2.240000E+1	4.880170E-7	-3.352780E-8
1.000000E-1	7.115340E-7	-8.009420E-8
1.000000E+1	7.487870E-7	-1.117590E-7
2.330000E+1	7.916280E-7	-9.499540E-8
4.270000E+1	6.184020E-7	-9.499540E-8
4.270000E+1	6.184020E-7	1.601880E-7
6.680000E+1	4.433110E-7	3.315530E-7
8.910000E+1	5.997750E-7	2.235180E-7
9.990000E+1	5.327200E-7	2.384200E-7
1.213000E+2	7.599630E-7	0.000000E+0
1.325000E+2	7.767270E-7	9.313270E-8
1.415000E+2	8.810350E-7	1.378370E-7
1.648000E+2	1.037500E-6	3.725320E-9
1.747000E+2	1.102690E-6	-7.264360E-8
1.969000E+2	1.098970E-6	-1.136220E-7
2.077000E+2	1.139950E-6	-6.146770E-8
2.167000E+2	1.104560E-6	9.313280E-9
2.379000E+2	1.089650E-6	-4.097840E-8
2.379000E+2	1.089650E-6	-4.097840E-8
2.469000E+2	1.205140E-6	-1.825400E-7
2.803000E+2	9.387770E-7	-1.359740E-7
3.009000E+2	5.718360E-7	-1.080340E-7
3.098000E+2	4.116460E-7	-8.195680E-8
3.308000E+2	7.636890E-8	2.793980E-8
3.308000E+2	7.636890E-8	2.793980E-8
3.608000E+2	-2.849870E-7	-4.842900E-8
3.709000E+2	-4.190970E-7	-9.313280E-9
3.849000E+2	-5.196820E-7	4.656640E-8
4.037000E+2	-5.383080E-7	9.313280E-9
4.180000E+2	-6.035010E-7	3.725320E-9
4.280000E+2	-5.234070E-7	-2.607710E-8
4.280000E+2	-5.234070E-7	-2.607710E-8
