Sample Name, AUS25x23_30G
Freq, 30, GHz, Power, 10, dBm
SR850: f = 25 Hz; phase = 96 deg; output = 5 V; sens. = 50 uV; tc = 300 ms; 12dB/oct
Time,Field,X,Y,R,theta
s,Oe,V,V,V,deg
2.103159E+1,9.350000E+2,-6.966330E-7,3.166520E-8,6.973523E-7,1.773974E+2,
2.123205E+1,9.597000E+2,-4.805660E-7,-3.166520E-8,4.816081E-7,-1.762301E+2,
2.143249E+1,9.722000E+2,-4.749760E-7,-3.352780E-8,4.761579E-7,-1.759623E+2,
2.163200E+1,9.817000E+2,-5.401710E-7,6.146770E-8,5.436570E-7,1.735081E+2,
2.183245E+1,1.003300E+3,-4.172340E-7,1.154840E-7,4.329212E-7,1.645287E+2,
2.203195E+1,1.013500E+3,-3.650800E-7,1.788150E-7,4.065196E-7,1.539045E+2,
2.223240E+1,1.035100E+3,-3.427290E-7,3.911580E-8,3.449539E-7,1.734890E+2,
2.243186E+1,1.046000E+3,-3.837070E-7,-4.842900E-8,3.867511E-7,-1.728065E+2,
2.243186E+1,1.046000E+3,-3.837070E-7,-4.842900E-8,3.807529E-7,-1.336126E+2,
2.283275E+1,1.080400E+3,-3.818440E-7,-1.601880E-7,4.140834E-7,-1.572414E+2,
2.283275E+1,1.080400E+3,-3.818440E-7,-1.601880E-7,3.165470E-7,-1.593256E+2,
2.323265E+1,1.112600E+3,-3.259650E-7,1.862660E-9,3.259703E-7,1.796726E+2,
2.343212E+1,1.124000E+3,-3.185140E-7,2.048920E-8,3.191723E-7,1.763194E+2,
2.363258E+1,1.146700E+3,-4.284100E-7,3.166520E-8,4.295786E-7,1.757728E+2,
2.383312E+1,1.157800E+3,-4.433110E-7,1.415620E-7,4.653648E-7,1.622902E+2,
2.403163E+1,1.178000E+3,-4.358610E-7,2.551840E-7,5.050680E-7,1.496523E+2,
2.423305E+1,1.188400E+3,-5.569350E-7,2.998880E-7,6.325420E-7,1.516993E+2,
2.443252E+1,1.207900E+3,-6.966330E-7,3.781190E-7,7.926358E-7,1.515077E+2,
2.463292E+1,1.219100E+3,-6.854570E-7,3.539040E-7,7.714268E-7,1.526925E+2,
2.483238E+1,1.231400E+3,-6.854570E-7,3.017500E-7,7.489355E-7,1.562401E+2,
2.503186E+1,1.253300E+3,-7.618260E-7,3.315530E-7,8.308467E-7,1.564809E+2,
2.523143E+1,1.273900E+3,-6.984960E-7,3.036130E-7,7.616282E-7,1.565070E+2,
2.543178E+1,1.284400E+3,-6.835940E-7,3.166510E-7,7.533715E-7,1.551457E+2,
2.563132E+1,1.294000E+3,-5.550720E-7,2.216560E-7,5.976925E-7,1.582318E+2,
2.583174E+1,1.315500E+3,-5.308580E-7,1.546000E-7,5.529117E-7,1.637630E+2,
2.603125E+1,1.324700E+3,-5.010550E-7,1.154840E-7,5.141913E-7,1.670210E+2,
2.623264E+1,1.346400E+3,-5.159560E-7,5.960510E-8,5.193875E-7,1.734102E+2,
2.643221E+1,1.355800E+3,-5.252700E-7,5.029160E-8,5.276721E-7,1.745309E+2,
2.663167E+1,1.377100E+3,-6.854570E-7,1.043090E-7,6.933482E-7,1.713474E+2,
2.683312E+1,1.389800E+3,-5.923250E-7,-4.284110E-8,5.938723E-7,-1.758632E+2,
2.703157E+1,1.401200E+3,-6.258520E-7,5.587960E-9,6.258769E-7,1.794884E+2,
2.723305E+1,1.422500E+3,-5.699730E-7,-1.154840E-7,5.815546E-7,-1.685462E+2,
2.743150E+1,1.433500E+3,-6.463420E-7,-8.940740E-8,6.524965E-7,-1.721244E+2,
2.763195E+1,1.455300E+3,-6.780060E-7,-1.378370E-7,6.918751E-7,-1.685085E+2,
2.783137E+1,1.465500E+3,-6.668310E-7,-8.009420E-8,6.716239E-7,-1.731509E+2,
2.803287E+1,1.476200E+3,-6.184020E-7,-9.499540E-8,6.256558E-7,-1.712668E+2,
2.823138E+1,1.497600E+3,-5.960500E-7,-1.043090E-7,6.051082E-7,-1.700737E+2,
2.843177E+1,1.508800E+3,-5.941870E-7,-2.980250E-7,6.647384E-7,-1.533631E+2,
2.863128E+1,1.528000E+3,-5.923250E-7,-1.136220E-7,6.031243E-7,-1.691412E+2,
2.883275E+1,1.539000E+3,-6.035010E-7,2.607710E-8,6.040641E-7,1.775258E+2,
2.903214E+1,1.560100E+3,-6.035010E-7,2.607710E-8,6.593905E-7,1.796763E+2,
2.923263E+1,1.571300E+3,-6.910450E-7,5.960510E-8,6.936108E-7,1.750702E+2,
2.943213E+1,1.580600E+3,-6.407540E-7,-4.656640E-8,6.424439E-7,-1.758434E+2,
2.963257E+1,1.601500E+3,-6.947700E-7,-8.381950E-8,6.998079E-7,-1.731209E+2,
2.983207E+1,1.610500E+3,-7.469240E-7,-3.166520E-8,7.475949E-7,-1.775725E+2,
3.003153E+1,1.634100E+3,-7.934900E-7,-7.450630E-8,7.969803E-7,-1.746358E+2,
3.023204E+1,1.643800E+3,-7.003580E-7,-1.192100E-7,7.104311E-7,-1.703401E+2,
3.043242E+1,1.667500E+3,-7.133970E-7,-3.166520E-8,7.140994E-7,-1.774585E+2,
3.063188E+1,1.676900E+3,-6.072260E-7,-6.333040E-8,6.105196E-7,-1.740459E+2,
3.083136E+1,1.688900E+3,-5.457590E-7,-5.215430E-8,5.482453E-7,-1.745412E+2,
3.103291E+1,1.710200E+3,-5.718360E-7,1.471500E-7,5.904655E-7,1.655692E+2,
3.123228E+1,1.719300E+3,-6.202640E-7,2.235180E-7,6.593085E-7,1.601829E+2,
3.143180E+1,1.740400E+3,-5.867370E-7,1.322490E-7,6.014567E-7,1.672979E+2,
3.163220E+1,1.750000E+3,-6.035010E-7,5.401690E-8,6.059136E-7,1.748853E+2,
3.183275E+1,1.770600E+3,-6.295780E-7,-1.285230E-7,6.425625E-7,-1.684621E+2,
3.203310E+1,1.782700E+3,-5.941870E-7,-2.216560E-7,6.341842E-7,-1.595424E+2,
3.223163E+1,1.793900E+3,-7.618260E-7,-1.546000E-7,7.773545E-7,-1.685286E+2,
3.243207E+1,1.813200E+3,-7.487870E-7,-1.415620E-7,7.620510E-7,-1.692943E+2,
3.263255E+1,1.824400E+3,-7.245730E-7,-5.587960E-8,7.267245E-7,-1.755900E+2,
3.283201E+1,1.843400E+3,-6.537920E-7,3.725310E-8,6.548525E-7,1.767388E+2,
3.303151E+1,1.854600E+3,-6.035010E-7,1.322490E-7,6.178214E-7,1.676398E+2,
3.323295E+1,1.873700E+3,-6.314400E-7,2.123420E-7,6.661874E-7,1.614131E+2,
3.343243E+1,1.884500E+3,-6.128140E-7,1.918530E-7,6.421437E-7,1.626163E+2,
3.363186E+1,1.904500E+3,-5.178190E-7,-1.825400E-7,5.490513E-7,-1.605816E+2,
3.383132E+1,1.914700E+3,-4.768410E-7,-1.825400E-7,5.603480E-7,-1.483177E+2,
3.383132E+1,1.914700E+3,-4.768410E-7,-2.943000E-7,8.589091E-7,-1.638839E+2,
3.403284E+1,1.935100E+3,-8.251550E-7,-2.384200E-7,8.538700E-7,-1.632648E+2,
3.443183E+1,1.967500E+3,-8.251550E-7,4.656640E-8,8.264679E-7,1.767700E+2,
3.463125E+1,1.978000E+3,-7.338860E-7,1.695020E-7,7.532062E-7,1.669947E+2,
3.483171E+1,1.986900E+3,-6.947700E-7,1.359740E-7,7.079508E-7,1.689266E+2,
3.503315E+1,2.007900E+3,-6.482040E-7,7.823160E-8,6.529078E-7,1.731183E+2,
3.523258E+1,2.017200E+3,-6.798690E-7,1.862660E-9,6.798716E-7,1.798430E+2,
3.543210E+1,2.037800E+3,-8.624080E-7,-1.452870E-7,8.745604E-7,-1.704374E+2,
3.563250E+1,2.047600E+3,-9.201500E-7,-1.043090E-7,9.260434E-7,-1.735325E+2,
3.583199E+1,2.067800E+3,-8.698590E-7,-2.775360E-7,9.130613E-7,-1.623043E+2,
3.603146E+1,2.077200E+3,-9.667200E-7,-2.533220E-7,9.993596E-7,-1.653162E+2,
3.623194E+1,2.097800E+3,-8.568200E-7,-2.812610E-7,9.018028E-7,-1.618270E+2,
3.643242E+1,2.107700E+3,-8.922110E-7,-2.067550E-7,9.158538E-7,-1.669530E+2,
3.663183E+1,2.127800E+3,-8.437820E-7,-2.048920E-7,8.683022E-7,-1.663513E+2,
3.663183E+1,2.127800E+3,-8.437820E-7,-2.048920E-7,8.388349E-7,-1.696382E+2,
3.703182E+1,2.160900E+3,-8.437820E-7,7.823160E-8,8.474009E-7,1.747029E+2,
3.723125E+1,2.170600E+3,-8.884850E-7,7.636890E-8,8.917611E-7,1.750873E+2,
3.743270E+1,2.184500E+3,-9.834840E-7,1.247980E-7,9.913704E-7,1.727682E+2,
3.743270E+1,2.184500E+3,-9.834840E-7,1.247980E-7,9.193755E-7,1.772130E+2,
3.783266E+1,2.215000E+3,-9.555440E-7,4.470370E-8,9.565891E-7,1.773215E+2,
3.803215E+1,2.234400E+3,-9.741710E-7,-9.313280E-9,9.742155E-7,-1.794523E+2,
3.823166E+1,2.245100E+3,-9.685830E-7,1.303860E-8,9.686708E-7,1.792288E+2,
3.843310E+1,2.264800E+3,-9.574070E-7,3.166520E-8,9.579305E-7,1.781057E+2,
3.863154E+1,2.274800E+3,-9.182880E-7,-1.266610E-7,9.269821E-7,-1.721467E+2,
3.883295E+1,2.294100E+3,-1.018870E-6,-6.519300E-8,1.020954E-6,-1.763389E+2,
3.903146E+1,2.304900E+3,-9.667200E-7,-7.636890E-8,9.697318E-7,-1.754831E+2,
3.903146E+1,2.304900E+3,-9.667200E-7,-7.636890E-8,1.143967E-6,1.786938E+2,
3.943233E+1,2.337800E+3,-1.192100E-6,6.891830E-8,1.194091E-6,1.766913E+2,
3.963282E+1,2.346800E+3,-1.087790E-6,-4.470370E-8,1.088708E-6,-1.776467E+2,
3.983228E+1,2.367700E+3,-1.095240E-6,-5.587960E-8,1.096665E-6,-1.770793E+2,
4.003174E+1,2.376600E+3,-1.033780E-6,-1.080340E-7,1.039410E-6,-1.740340E+2,
4.023123E+1,2.400500E+3,-1.125040E-6,-5.401690E-8,1.126336E-6,-1.772512E+2,
4.043174E+1,2.409300E+3,-1.052400E-6,-2.030290E-7,1.071805E-6,-1.690806E+2,
4.063323E+1,2.430300E+3,-1.026320E-6,-2.980250E-7,1.068715E-6,-1.638076E+2,
4.083259E+1,2.439300E+3,-1.128770E-6,-2.384200E-7,1.153675E-6,-1.680732E+2,
4.103209E+1,2.460000E+3,-1.125040E-6,-3.185140E-7,1.169259E-6,-1.641925E+2,
4.123256E+1,2.469700E+3,-1.149260E-6,-2.812610E-7,1.183176E-6,-1.662482E+2,
4.143299E+1,2.482800E+3,-1.162300E-6,-2.048920E-7,1.180221E-6,-1.700025E+2,
4.163249E+1,2.502400E+3,-1.164160E-6,-1.601880E-7,1.175129E-6,-1.721653E+2,
4.183190E+1,2.515400E+3,-1.205140E-6,-1.601880E-7,1.215740E-6,-1.724286E+2,
4.203242E+1,2.526700E+3,-1.290820E-6,-1.266610E-7,1.297019E-6,-1.743958E+2,
4.223290E+1,2.548100E+3,-1.179060E-6,-2.104800E-7,1.197700E-6,-1.698785E+2,
4.243140E+1,2.559500E+3,-1.274060E-6,-1.508750E-7,1.282962E-6,-1.732465E+2,
4.263186E+1,2.578700E+3,-1.138080E-6,-1.750900E-7,1.151470E-6,-1.712538E+2,
4.283132E+1,2.589900E+3,-1.112010E-6,-1.862650E-7,1.127502E-6,-1.704911E+2,
4.303282E+1,2.608900E+3,-1.192100E-6,-1.918530E-7,1.207439E-6,-1.708574E+2,
4.323218E+1,2.619900E+3,-1.233080E-6,-1.695020E-7,1.244676E-6,-1.721730E+2,
4.343170E+1,2.639400E+3,-1.249840E-6,-2.030290E-7,1.266223E-6,-1.707732E+2,
4.363317E+1,2.649700E+3,-1.249840E-6,-2.030290E-7,1.198581E-6,-1.691616E+2,
4.383162E+1,2.669700E+3,-1.318760E-6,-7.078100E-8,1.320658E-6,-1.769277E+2,
4.403209E+1,2.679500E+3,-1.302000E-6,-8.940740E-8,1.305066E-6,-1.760717E+2,
4.423251E+1,2.700100E+3,-1.406300E-6,-2.793980E-8,1.406578E-6,-1.788618E+2,
4.443301E+1,2.709400E+3,-1.404440E-6,-2.793980E-8,1.408171E-6,-1.758280E+2,
4.443301E+1,2.709400E+3,-1.404440E-6,-1.024460E-7,1.388916E-6,-1.751534E+2,
4.483293E+1,2.739400E+3,-1.411890E-6,-1.005830E-7,1.415468E-6,-1.759251E+2,
4.503239E+1,2.760500E+3,-1.396990E-6,-1.359740E-7,1.403592E-6,-1.744407E+2,
4.523281E+1,2.769400E+3,-1.475220E-6,-1.359740E-7,1.480971E-6,-1.749491E+2,
4.543229E+1,2.782000E+3,-1.547870E-6,-7.078100E-8,1.549487E-6,-1.773818E+2,
4.563281E+1,2.802300E+3,-1.605610E-6,-1.676390E-8,1.605698E-6,-1.794018E+2,
4.583124E+1,2.814400E+3,-1.560900E-6,-7.078100E-8,1.562504E-6,-1.774036E+2,
4.583124E+1,2.814400E+3,-1.560900E-6,-7.078100E-8,1.671034E-6,-1.790420E+2,
4.623221E+1,2.847200E+3,-1.594430E-6,-1.322490E-7,1.599905E-6,-1.752585E+2,
4.643166E+1,2.857700E+3,-1.728540E-6,-8.568210E-8,1.730662E-6,-1.771622E+2,
4.663316E+1,2.877300E+3,-1.760210E-6,-2.551840E-7,1.778611E-6,-1.717511E+2,
4.683259E+1,2.888300E+3,-1.788150E-6,-2.943000E-7,1.812207E-6,-1.706539E+2,
4.703207E+1,2.907600E+3,-1.812360E-6,-2.253810E-7,1.826320E-6,-1.729112E+2,
4.723248E+1,2.918800E+3,-1.963240E-6,-7.078100E-8,1.964516E-6,-1.779352E+2,
4.743196E+1,2.938000E+3,-2.065690E-6,-1.713640E-7,2.072786E-6,-1.752578E+2,
4.763240E+1,2.949100E+3,-1.881280E-6,-3.986080E-7,1.923045E-6,-1.680370E+2,
4.783294E+1,2.968500E+3,-1.758340E-6,-2.812610E-7,1.780693E-6,-1.709121E+2,
4.803241E+1,2.979400E+3,-1.775110E-6,-1.918530E-7,1.785448E-6,-1.738314E+2,
4.823284E+1,3.000900E+3,-1.799320E-6,-3.669430E-7,1.836355E-6,-1.684735E+2,
4.843234E+1,3.012100E+3,-1.832850E-6,-3.296900E-7,1.862266E-6,-1.698028E+2,
4.863274E+1,3.021700E+3,-1.776970E-6,-4.675260E-7,1.837445E-6,-1.652594E+2,
4.883132E+1,3.044700E+3,-1.946480E-6,-2.793990E-7,1.966430E-6,-1.718315E+2,
4.903269E+1,3.054700E+3,-2.032160E-6,-9.872060E-8,2.034556E-6,-1.772188E+2,
4.923216E+1,3.066600E+3,-1.946480E-6,-2.048920E-7,1.957234E-6,-1.739910E+2,
4.943261E+1,3.087800E+3,-2.009810E-6,-1.918530E-7,2.018946E-6,-1.745472E+2,
4.943261E+1,3.087800E+3,-2.009810E-6,-1.918530E-7,2.057589E-6,-1.728235E+2,
4.983250E+1,3.120900E+3,-2.058240E-6,-2.402830E-7,2.072218E-6,-1.733413E+2,
5.003203E+1,3.129800E+3,-2.147640E-6,-1.546000E-7,2.153197E-6,-1.758826E+2,
5.003203E+1,3.129800E+3,-2.147640E-6,-1.546000E-7,2.272059E-6,-1.779328E+2,
5.043191E+1,3.159900E+3,-2.279890E-6,-1.434250E-7,2.284397E-6,-1.764003E+2,
5.063146E+1,3.180600E+3,-2.400960E-6,-1.676390E-7,2.406805E-6,-1.760060E+2,
5.083286E+1,3.190200E+3,-2.542530E-6,-1.080340E-7,2.544824E-6,-1.775669E+2,
5.103137E+1,3.210500E+3,-2.520170E-6,-1.993040E-7,2.528039E-6,-1.754783E+2,
5.123287E+1,3.220700E+3,-2.533210E-6,-1.750900E-7,2.539254E-6,-1.760461E+2,
5.143225E+1,3.231600E+3,-2.512720E-6,-1.769520E-7,2.518943E-6,-1.759717E+2,
5.163281E+1,3.253200E+3,-2.566740E-6,-1.285230E-7,2.569956E-6,-1.771335E+2,
5.183222E+1,3.264400E+3,-2.672910E-6,-6.146770E-8,2.673617E-6,-1.786826E+2,
5.203272E+1,3.283700E+3,-2.665460E-6,-1.173470E-7,2.668042E-6,-1.774792E+2,
5.223312E+1,3.296800E+3,-2.672910E-6,-1.918530E-7,2.679786E-6,-1.758945E+2,
5.243158E+1,3.309800E+3,-2.708300E-6,-1.564630E-7,2.712816E-6,-1.766936E+2,
5.263209E+1,3.329000E+3,-2.797710E-6,-9.499540E-8,2.799322E-6,-1.780553E+2,
5.283157E+1,3.339800E+3,-2.868490E-6,-1.862660E-8,2.868550E-6,-1.796280E+2,
5.303302E+1,3.359600E+3,-2.967210E-6,1.303860E-8,2.967239E-6,1.797482E+2,
5.323242E+1,3.370000E+3,-2.952310E-6,-5.215430E-8,2.952771E-6,-1.789879E+2,
