Sample Name, Varga_5_4_Klyst36G
Freq displayed, 3.568, GHz, Power, 21, mV
SR850: f = 25 Hz; phase = -84 deg; output = 5 V; sens. = 500 uV; tc = 300 ms; 12dB/oct
Time,Field,X,Y,R,theta
s,Oe,V,V,V,deg
1.893365E+1,-8.160000E+1,2.232210E-5,-8.940730E-7,2.234000E-5,-2.293657E+0
1.913269E+1,-7.280000E+1,2.270950E-5,-3.278270E-7,2.271187E-5,-8.270459E-1
1.933363E+1,-6.990000E+1,2.238170E-5,-4.768410E-7,2.238678E-5,-1.220499E+0
1.953365E+1,-6.490000E+1,2.241150E-5,-1.490130E-7,2.241200E-5,-3.809513E-1
1.973363E+1,-5.690000E+1,2.345450E-5,2.980250E-8,2.345452E-5,7.280294E-2
1.993370E+1,-5.230000E+1,2.336510E-5,3.874320E-7,2.336831E-5,9.499717E-1
2.013264E+1,-4.720000E+1,2.354400E-5,8.940730E-7,2.356097E-5,2.174737E+0
2.033263E+1,-3.940000E+1,2.434860E-5,-4.172340E-7,2.435217E-5,-9.817159E-1
2.053263E+1,-3.490000E+1,2.372280E-5,-8.940740E-8,2.372297E-5,-2.159375E-1
2.073262E+1,-3.040000E+1,2.253070E-5,5.066430E-7,2.253640E-5,1.288181E+0
2.093263E+1,-2.230000E+1,2.026570E-5,1.698740E-6,2.033677E-5,4.791526E+0
2.113262E+1,-1.720000E+1,1.770270E-5,1.460320E-6,1.776283E-5,4.715730E+0
2.133363E+1,-9.000000E+0,1.370910E-5,1.519930E-6,1.379310E-5,6.326554E+0
2.153262E+1,-4.100000E+0,1.171240E-5,1.579530E-6,1.181843E-5,7.680549E+0
2.173262E+1,3.400000E+0,6.467130E-6,5.960500E-7,6.494540E-6,5.265851E+0
2.193364E+1,7.800000E+0,4.410770E-6,-8.940740E-8,4.411676E-6,-1.161241E+0
2.213261E+1,1.100000E+1,2.414000E-6,-9.536820E-7,2.595555E-6,-2.155714E+1
2.233259E+1,2.110000E+1,-2.861040E-6,-3.933940E-6,4.864302E-6,-1.260273E+2
2.253263E+1,2.410000E+1,-5.155830E-6,-5.036620E-6,7.207643E-6,-1.356701E+2
2.273263E+1,3.400000E+1,-1.144420E-5,-5.453850E-6,1.267731E-5,-1.545194E+2
2.293263E+1,3.760000E+1,-1.356010E-5,-5.304840E-6,1.456083E-5,-1.586341E+2
2.313263E+1,4.100000E+1,-1.612320E-5,-4.738600E-6,1.680512E-5,-1.636220E+2
2.333363E+1,5.110000E+1,-1.949080E-5,-3.606100E-6,1.982159E-5,-1.695179E+2
2.353267E+1,5.410000E+1,-2.026570E-5,-3.069650E-6,2.049686E-5,-1.713869E+2
2.373263E+1,6.440000E+1,-2.035510E-5,-1.579530E-6,2.041629E-5,-1.755628E+2
2.393263E+1,6.740000E+1,-2.008690E-5,-1.609330E-6,2.015127E-5,-1.754193E+2
2.413263E+1,7.270000E+1,-2.035510E-5,-7.748640E-7,2.036984E-5,-1.778200E+2
2.433262E+1,8.060000E+1,-2.080210E-5,5.960510E-8,2.080219E-5,1.798358E+2
2.453364E+1,8.550000E+1,-2.118960E-5,7.450620E-7,2.120269E-5,1.779862E+2
2.473263E+1,9.070000E+1,-2.187500E-5,1.192100E-6,2.190746E-5,1.768807E+2
2.493263E+1,9.860000E+1,-2.187500E-5,6.556550E-7,2.188482E-5,1.782832E+2
2.513264E+1,1.034000E+2,-2.107040E-5,-2.682230E-7,2.107211E-5,-1.792707E+2
2.533267E+1,1.077000E+2,-2.086170E-5,-1.579530E-6,2.092141E-5,-1.756702E+2
2.553264E+1,1.163000E+2,-1.978890E-5,-1.639140E-6,1.985667E-5,-1.752649E+2
2.573259E+1,1.212000E+2,-1.928220E-5,-1.549730E-6,1.934438E-5,-1.754050E+2
2.593263E+1,1.290000E+2,-2.044450E-5,-7.450620E-7,2.045807E-5,-1.779129E+2
2.613262E+1,1.343000E+2,-2.145780E-5,-1.490120E-6,2.150948E-5,-1.760275E+2
2.633259E+1,1.388000E+2,-2.166640E-5,-2.354400E-6,2.179395E-5,-1.737982E+2
2.653259E+1,1.467000E+2,-1.916300E-5,-1.877550E-6,1.925476E-5,-1.744041E+2
2.673264E+1,1.519000E+2,-1.764310E-5,-1.162300E-6,1.768134E-5,-1.762309E+2
