Sample Name, Varga_5_4_40G
Freq, 40, GHz, Power, 10, dBm
SR850: f = 25 Hz; phase = 97 deg; output = 5 V; sens. = 100 uV; tc = 300 ms; 12dB/oct
Field	X	Y
Oe	V	V
*
-6.522000E+2	1.899910E-7	-1.862660E-8
-6.522000E+2	1.899910E-7	-1.862660E-8
-6.531000E+2	2.421460E-7	-5.587960E-8
-6.508000E+2	1.601880E-7	2.980250E-8
-6.375000E+2	1.937160E-7	-1.862660E-8
-6.265000E+2	1.937160E-7	-1.117590E-8
-6.161000E+2	1.527380E-7	4.470370E-8
-5.861000E+2	2.160680E-7	-3.725320E-9
-5.721000E+2	2.086170E-7	0.000000E+0
-5.414000E+2	2.048920E-7	2.980250E-8
-5.270000E+2	2.719480E-7	-2.980250E-8
-4.958000E+2	2.719480E-7	-4.470370E-8
-4.780000E+2	2.682230E-7	-3.352780E-8
-4.646000E+2	2.868490E-7	-4.842900E-8
-4.369000E+2	2.868490E-7	-5.215430E-8
-4.245000E+2	2.607720E-7	-1.117590E-8
-3.970000E+2	2.719480E-7	0.000000E+0
-3.870000E+2	3.390030E-7	-5.215430E-8
-3.629000E+2	3.166510E-7	2.607710E-8
-3.543000E+2	3.054760E-7	5.587960E-8
-3.425000E+2	3.427290E-7	1.862660E-8
-3.250000E+2	3.092010E-7	4.842900E-8
-3.137000E+2	3.911570E-7	-3.352780E-8
-3.032000E+2	3.203770E-7	4.842900E-8
-2.850000E+2	3.278270E-7	3.725310E-8
-2.742000E+2	3.874320E-7	-2.235190E-8
-2.546000E+2	3.464540E-7	1.862660E-8
-2.440000E+2	4.097840E-7	-2.980250E-8
-2.219000E+2	3.837070E-7	7.450640E-9
-2.105000E+2	3.688060E-7	3.725310E-8
-2.014000E+2	3.799810E-7	3.352780E-8
-1.775000E+2	4.619380E-7	0.000000E+0
-1.677000E+2	4.917420E-7	-3.725310E-8
-1.469000E+2	4.358610E-7	5.960510E-8
-1.378000E+2	5.289950E-7	-7.450640E-9
-1.170000E+2	5.774240E-7	-3.352780E-8
-1.081000E+2	5.364450E-7	2.607710E-8
-9.760000E+1	6.109510E-7	-2.607710E-8
-7.560000E+1	6.333030E-7	-3.725320E-9
-6.580000E+1	6.370280E-7	0.000000E+0
-4.260000E+1	6.780060E-7	2.235190E-8
-3.350000E+1	7.376110E-7	-3.725310E-8
-1.240000E+1	7.152590E-7	-9.685800E-8
-2.700000E+0	5.289950E-7	-2.980250E-8
1.140000E+1	3.725310E-7	-6.705570E-8
3.300000E+1	-1.862650E-7	3.725310E-8
4.560000E+1	-3.203770E-7	0.000000E+0
5.670000E+1	-4.693880E-7	4.842900E-8
7.600000E+1	-5.886000E-7	5.215430E-8
8.680000E+1	-6.072260E-7	5.215430E-8
1.064000E+2	-6.370280E-7	5.587960E-8
1.167000E+2	-5.625220E-7	-4.842900E-8
1.367000E+2	-6.444790E-7	3.352780E-8
1.466000E+2	-5.997750E-7	-7.450640E-9
1.688000E+2	-5.587970E-7	-2.235190E-8
1.795000E+2	-5.736980E-7	1.117590E-8
1.885000E+2	-5.327200E-7	-2.607710E-8
2.095000E+2	-4.470370E-7	-4.842900E-8
2.300000E+2	-5.066430E-7	5.960510E-8
2.396000E+2	-4.321350E-7	-2.235190E-8
2.492000E+2	-4.954670E-7	4.097840E-8
2.729000E+2	-4.693880E-7	3.725320E-9
2.820000E+2	-4.991930E-7	4.470370E-8
3.030000E+2	-4.135090E-7	-1.117590E-8
3.124000E+2	-4.507620E-7	3.352780E-8
3.329000E+2	-3.539040E-7	-2.235190E-8
3.430000E+2	-3.948830E-7	2.607710E-8
3.542000E+2	-3.762560E-7	2.607710E-8
3.766000E+2	-3.092010E-7	-5.215430E-8
3.878000E+2	-3.166510E-7	-4.470370E-8
4.097000E+2	-3.092010E-7	-4.842900E-8
4.210000E+2	-3.576300E-7	7.450640E-9
4.406000E+2	-3.501790E-7	3.725320E-9
4.518000E+2	-2.719480E-7	-5.587960E-8
4.715000E+2	-2.943000E-7	7.450640E-9
