Sample Name, Varga_5_4_20G
Freq, 20, GHz, Power, 10, dBm
SR850: f = 25 Hz; phase = 97 deg; output = 5 V; sens. = 5 uV; tc = 300 ms; 12dB/oct
Field	X	Y
Oe	V	V
*
-6.794000E+2	-7.706740E-8	-2.910390E-8
-6.794000E+2	-7.706740E-8	-2.910390E-8
-6.783000E+2	-8.801040E-8	-2.072200E-8
-6.771000E+2	-1.222370E-7	-1.862660E-9
-6.712000E+2	-9.778930E-8	-2.118770E-8
-6.495000E+2	-9.965200E-8	9.313280E-9
-6.381000E+2	-8.614780E-8	-4.656650E-10
-6.103000E+2	-8.987310E-8	2.095490E-9
-5.966000E+2	-8.102550E-8	-1.839370E-8
-5.629000E+2	-1.001180E-7	3.725320E-9
-5.495000E+2	-7.543760E-8	-1.885940E-8
-5.342000E+2	-8.218970E-8	-6.053630E-9
-5.042000E+2	-6.682280E-8	4.190980E-9
-4.913000E+2	-1.012820E-7	4.307390E-8
-4.683000E+2	-8.451800E-8	3.282930E-8
-4.570000E+2	-1.031440E-7	4.400520E-8
-4.364000E+2	-9.266710E-8	7.217780E-9
-4.283000E+2	-9.918630E-8	1.373710E-8
-4.199000E+2	-9.383120E-8	1.350420E-8
-4.067000E+2	-8.218970E-8	2.328320E-9
-3.946000E+2	-4.237540E-8	-3.003540E-8
-3.870000E+2	-5.145580E-8	-1.839370E-8
-3.785000E+2	-7.683460E-8	-2.561150E-9
-3.653000E+2	-5.937200E-8	-7.683470E-9
-3.550000E+2	-8.405230E-8	1.816090E-8
-3.483000E+2	-6.938400E-8	-8.381960E-9
-3.296000E+2	-7.869720E-8	1.443560E-8
-3.222000E+2	-5.913920E-8	-1.047740E-8
-3.048000E+2	-5.820790E-8	1.327140E-8
-2.975000E+2	-2.374880E-8	3.958150E-9
-2.796000E+2	1.583260E-8	-2.142050E-8
-2.697000E+2	2.561150E-8	-2.584430E-8
-2.620000E+2	-1.164160E-9	-6.519290E-9
-2.453000E+2	2.328320E-9	-1.187440E-8
-2.371000E+2	1.816090E-8	-1.559980E-8
-2.186000E+2	2.770700E-8	-9.313280E-9
-2.115000E+2	2.561150E-9	1.583260E-8
-2.012000E+2	4.190980E-9	8.149130E-9
-1.858000E+2	-6.053630E-9	-3.026810E-9
-1.750000E+2	-8.847620E-9	-7.217780E-9
-1.598000E+2	1.583260E-8	-2.095490E-8
-1.518000E+2	6.519290E-9	4.656650E-10
-1.360000E+2	1.653110E-8	-1.280570E-8
-1.274000E+2	4.423810E-9	-1.629820E-9
-1.189000E+2	4.307390E-8	-3.702030E-8
-1.008000E+2	1.862660E-9	-6.984950E-9
-9.260000E+1	3.562330E-8	-3.119950E-8
-8.320000E+1	4.097840E-8	-2.514580E-8
-6.620000E+1	2.211900E-8	5.820790E-9
-5.940000E+1	3.329500E-8	-1.885940E-8
-4.070000E+1	1.816090E-8	-7.683470E-9
-3.340000E+1	4.563500E-8	-2.677560E-8
-2.390000E+1	5.774220E-8	-4.260820E-8
-7.000000E+0	1.909220E-8	1.094310E-8
2.400000E+0	4.004710E-8	-5.122300E-9
1.050000E+1	2.444730E-8	1.396990E-8
2.880000E+1	2.537870E-8	4.889470E-9
3.730000E+1	2.025640E-8	1.071030E-8
5.560000E+1	-1.396990E-9	-1.466840E-8
6.320000E+1	-1.816090E-8	-7.916300E-9
7.230000E+1	-1.606540E-8	-1.117590E-8
9.150000E+1	-3.073390E-8	-1.490130E-8
9.940000E+1	-3.934860E-8	-1.187440E-8
1.084000E+2	-2.514580E-8	-2.002350E-8
1.237000E+2	-6.984950E-9	-2.980250E-8
1.342000E+2	-4.889470E-9	-3.934860E-8
1.515000E+2	-8.149130E-9	-4.982600E-8
1.606000E+2	-4.353960E-8	-1.746240E-8
1.679000E+2	-2.444730E-8	-2.747410E-8
1.863000E+2	-3.958140E-8	6.984950E-10
1.943000E+2	-2.421450E-8	-1.513410E-8
2.106000E+2	-4.540220E-8	-6.286460E-9
2.181000E+2	-3.236370E-8	-2.817260E-8
2.257000E+2	-4.423800E-8	-1.117590E-8
