Sample Name, Varga_5_4_40G
Freq, 40, GHz, Power, 10, dBm
SR850: f = 25 Hz; phase = 97 deg; output = 5 V; sens. = 100 uV; tc = 300 ms; 12dB/oct
Time,Field,X,Y,R,theta
s,Oe,V,V,V,deg
2.360000E-5,-6.522000E+2,1.899910E-7,-1.862660E-8,1.909019E-7,-5.599349E+0
6.532580E-2,-6.522000E+2,1.899910E-7,-1.862660E-8,1.909019E-7,-5.599349E+0
2.658361E-1,-6.531000E+2,2.421460E-7,-5.587960E-8,2.485100E-7,-1.299456E+1
4.658674E-1,-6.508000E+2,1.601880E-7,2.980250E-8,1.629367E-7,1.053921E+1
6.658697E-1,-6.375000E+2,1.937160E-7,-1.862660E-8,1.946095E-7,-5.492343E+0
8.668654E-1,-6.265000E+2,1.937160E-7,-1.117590E-8,1.940381E-7,-3.301859E+0
1.065837E+0,-6.161000E+2,1.527380E-7,4.470370E-8,1.591456E-7,1.631382E+1
1.266868E+0,-5.861000E+2,2.160680E-7,-3.725320E-9,2.161001E-7,-9.877630E-1
1.465875E+0,-5.721000E+2,2.086170E-7,0.000000E+0,2.086170E-7,0.000000E+0
1.666863E+0,-5.414000E+2,2.048920E-7,2.980250E-8,2.070481E-7,8.275900E+0
1.865877E+0,-5.270000E+2,2.719480E-7,-2.980250E-8,2.735761E-7,-6.254029E+0
2.065871E+0,-4.958000E+2,2.719480E-7,-4.470370E-8,2.755978E-7,-9.334982E+0
2.265895E+0,-4.780000E+2,2.682230E-7,-3.352780E-8,2.703104E-7,-7.125001E+0
2.465842E+0,-4.646000E+2,2.868490E-7,-4.842900E-8,2.909084E-7,-9.582935E+0
2.665879E+0,-4.369000E+2,2.868490E-7,-5.215430E-8,2.915517E-7,-1.030483E+1
2.865843E+0,-4.245000E+2,2.607720E-7,-1.117590E-8,2.610114E-7,-2.454022E+0
3.065862E+0,-3.970000E+2,2.719480E-7,0.000000E+0,2.719480E-7,0.000000E+0
3.265897E+0,-3.870000E+2,3.390030E-7,-5.215430E-8,3.429914E-7,-8.746161E+0
3.466883E+0,-3.629000E+2,3.166510E-7,2.607710E-8,3.177229E-7,4.707845E+0
3.665844E+0,-3.543000E+2,3.054760E-7,5.587960E-8,3.105449E-7,1.036629E+1
3.865842E+0,-3.425000E+2,3.427290E-7,1.862660E-8,3.432348E-7,3.110845E+0
4.065837E+0,-3.250000E+2,3.092010E-7,4.842900E-8,3.129706E-7,8.901703E+0
4.265941E+0,-3.137000E+2,3.911570E-7,-3.352780E-8,3.925913E-7,-4.899101E+0
4.465836E+0,-3.032000E+2,3.203770E-7,4.842900E-8,3.240167E-7,8.595897E+0
4.665839E+0,-2.850000E+2,3.278270E-7,3.725310E-8,3.299369E-7,6.483079E+0
