Sample Name, Varga_5_4_32G
Freq, 32, GHz, Power, 10, dBm
SR850: f = 25 Hz; phase = 97 deg; output = 5 V; sens. = 50 uV; tc = 300 ms; 12dB/oct
Field	X	Y
Oe	V	V
*
-6.668000E+2	2.764180E-6	2.421450E-8
-6.668000E+2	2.764180E-6	2.421450E-8
-6.674000E+2	2.805160E-6	-3.725320E-9
-6.654000E+2	2.801430E-6	3.725320E-9
-6.575000E+2	2.849860E-6	-2.980250E-8
-6.387000E+2	2.825650E-6	3.166520E-8
-6.267000E+2	2.842410E-6	2.607710E-8
-6.149000E+2	2.881530E-6	3.725320E-9
-5.858000E+2	2.957900E-6	5.587960E-9
-5.548000E+2	3.054750E-6	4.097840E-8
-5.403000E+2	3.157200E-6	2.607710E-8
-5.216000E+2	3.274540E-6	-2.980250E-8
-5.054000E+2	3.354640E-6	-2.980250E-8
-4.735000E+2	3.526000E-6	-3.352780E-8
-4.595000E+2	3.572570E-6	3.725320E-9
-4.341000E+2	3.775600E-6	-3.539050E-8
-4.212000E+2	3.837080E-6	-5.587960E-9
-3.997000E+2	4.069910E-6	-5.215430E-8
-3.882000E+2	4.116470E-6	3.725320E-9
-3.699000E+2	4.306460E-6	5.587960E-9
-3.597000E+2	4.395870E-6	1.117590E-8
-3.428000E+2	4.651050E-6	-3.352780E-8
-3.311000E+2	4.682720E-6	3.166520E-8
-3.221000E+2	4.788890E-6	1.303860E-8
-3.012000E+2	4.995640E-6	5.587960E-9
-2.908000E+2	5.073870E-6	2.607710E-8
-2.820000E+2	5.178180E-6	3.166520E-8
-2.581000E+2	5.446400E-6	9.313280E-9
-2.386000E+2	5.638260E-6	5.774220E-8
-2.275000E+2	5.759330E-6	4.842900E-8
-2.074000E+2	5.988430E-6	5.960510E-8
-1.966000E+2	6.157930E-6	2.421450E-8
-1.844000E+2	6.308810E-6	-2.235190E-8
-1.632000E+2	6.556540E-6	-4.470370E-8
-1.540000E+2	6.690650E-6	-6.519300E-8
-1.329000E+2	6.932790E-6	1.862660E-9
-1.209000E+2	7.128370E-6	-4.842900E-8
-1.114000E+2	7.275520E-6	-3.725310E-8
-9.130000E+1	7.633180E-6	-8.381950E-8
-8.120000E+1	7.810130E-6	-5.215430E-8
-6.150000E+1	8.253440E-6	-1.005830E-7
-5.080000E+1	8.452740E-6	-7.823160E-8
-3.160000E+1	8.961240E-6	-2.589090E-7
-1.890000E+1	8.586850E-6	-3.352780E-7
1.200000E+0	5.850600E-6	-3.092010E-7
1.160000E+1	3.725300E-6	-1.546000E-7
3.130000E+1	-1.059850E-6	1.173470E-7
4.220000E+1	-3.421690E-6	2.812610E-7
5.240000E+1	-5.120440E-6	2.868490E-7
7.450000E+1	-7.038970E-6	2.719480E-7
8.550000E+1	-7.472960E-6	1.918530E-7
1.052000E+2	-7.867870E-6	2.346940E-7
1.157000E+2	-7.802680E-6	1.098970E-7
1.386000E+2	-7.757980E-6	8.195680E-8
1.487000E+2	-7.709550E-6	6.333040E-8
1.577000E+2	-7.504630E-6	-3.911580E-8
1.785000E+2	-7.191700E-6	-5.029160E-8
1.983000E+2	-7.003570E-6	4.097840E-8
2.086000E+2	-6.778190E-6	-2.048920E-8
2.177000E+2	-6.638500E-6	2.980250E-8
2.416000E+2	-6.364690E-6	-2.980250E-8
2.511000E+2	-6.360960E-6	8.940740E-8
2.716000E+2	-6.027550E-6	-2.421450E-8
2.817000E+2	-5.884130E-6	-2.421450E-8
2.949000E+2	-5.817070E-6	7.450640E-9
3.141000E+2	-5.513460E-6	-7.078100E-8
3.253000E+2	-5.409150E-6	-5.774220E-8
3.472000E+2	-5.161420E-6	-1.005830E-7
3.581000E+2	-5.120440E-6	-5.774220E-8
3.687000E+2	-5.042210E-6	-1.490130E-8
3.909000E+2	-4.803790E-6	-7.078100E-8
4.022000E+2	-4.736740E-6	-3.352780E-8
4.237000E+2	-4.518810E-6	-8.009420E-8
4.352000E+2	-4.434990E-6	-5.960510E-8
4.478000E+2	-4.418220E-6	1.862660E-8
